Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face,Longitude,Latitude
19000000,Budhanilkantha,2.5,3.0,5,1026.75,13.0,Kathmandu,West,85.36232349672666,27.7780872
26500000,Budhanilkantha,2.5,5.0,6,1369.0,13.0,Kathmandu,West,85.36232349672666,27.7780872
17500000,Budhanilkantha,2.5,4.0,5,1423.76,13.0,Kathmandu,West,85.36232349672666,27.7780872
26500000,Budhanilkantha ,2.5,5.0,6,1095.2,13.0,Kathmandu,West,85.36232349672666,27.7780872
21000000,Budhanilkantha ,2.5,4.0,6,1026.75,13.0,Kathmandu,West,85.36232349672666,27.7780872
36000000,Budhanilkantha ,2.5,4.0,7,1711.25,13.0,Kathmandu,West,85.36232349672666,27.7780872
62500000,Budhanilkantha ,2.5,4.0,5,2395.75,13.0,Kathmandu,West,85.36232349672666,27.7780872
51500000,Budhanilkantha ,2.5,4.0,4,1711.25,13.0,Kathmandu,West,85.36232349672666,27.7780872
42500000,Budhanilkantha ,2.5,4.0,5,1369.0,13.0,Kathmandu,West,85.36232349672666,27.7780872
17000000,Budhanilkantha ,2.5,3.0,4,1026.75,13.0,Kathmandu,West,85.36232349672666,27.7780872
31500000,Chabahil,3.0,4.0,6,1369.0,13.0,Kathmandu,West,85.3466126,27.7170154
43500000,Chabahil,3.0,4.0,5,2395.75,13.0,Kathmandu,West,85.3466126,27.7170154
13500000,Chabahil,3.0,3.0,6,684.5,20.0,Kathmandu,North,85.3466126,27.7170154
23500000,Chabahil,2.5,3.0,5,1069.53125,13.0,Kathmandu,North East,85.3466126,27.7170154
29500000,Chabahil,2.5,4.0,5,1369.0,13.0,Kathmandu,East,85.3466126,27.7170154
32000000,Chabahil,3.0,6.0,8,1437.45,20.0,Kathmandu,West,85.3466126,27.7170154
37000000,Chabahil,3.0,4.0,5,1369.0,12.0,Kathmandu,South West,85.3466126,27.7170154
49500000,Chabahil,3.0,5.0,5,1796.8125,14.0,Kathmandu,East,85.3466126,27.7170154
50000000,Chabahil,2.0,4.0,4,1796.8125,16.0,Kathmandu,East,85.3466126,27.7170154
31000000,Chabahil,3.0,3.0,6,1197.875,13.0,Kathmandu,West,85.3466126,27.7170154
51000000,Chabahil,2.5,5.0,6,1813.925,13.0,Kathmandu,West,85.3466126,27.7170154
24500000,Chabahil,2.5,3.0,4,1347.6,13.0,Kathmandu,West,85.3466126,27.7170154
75000000,Chabahil,2.5,3.0,8,3080.25,13.0,Kathmandu,West,85.3466126,27.7170154
27500000,Chakupat,2.5,5.0,4,1026.75,13.0,Lalitpur,West,85.3261012,27.6808314
35000000,Chakupat,3.0,3.0,5,1625.6875,13.0,Lalitpur,South,85.3261012,27.6808314
60000000,Chakupat,3.5,5.0,5,2053.5,13.0,Lalitpur,South,85.3261012,27.6808314
24500000,Chamati,2.5,3.0,5,1026.75,13.0,Kathmandu,West,85.2959601222044,27.7204621
21500000,Chamati,3.0,2.0,4,877.015625,20.0,Kathmandu,South East,85.2959601222044,27.7204621
34000000,Chamati,2.5,3.0,6,1197.875,20.0,Kathmandu,East,85.2959601222044,27.7204621
46000000,Chandol,3.0,3.0,5,1779.7,13.0,Kathmandu,West,85.3383774739201,27.727557949999998
37500000,Chandol,3.0,3.0,5,1369.0,13.0,Kathmandu,West,85.3383774739201,27.727557949999998
24500000,Chandol,2.0,3.0,4,1197.875,13.124,Kathmandu,East,85.3383774739201,27.727557949999998
33500000,Chandol,3.0,5.0,4,1369.0,16.0,Kathmandu,East,85.3383774739201,27.727557949999998
35000000,Chandol,2.0,4.0,5,1369.0,12.0,Kathmandu,North,85.3383774739201,27.727557949999998
36000000,Chandol,2.5,3.0,7,1711.25,12.0,Kathmandu,North,85.3383774739201,27.727557949999998
41500000,Chandol,3.0,3.0,7,1796.81,13.0,Kathmandu,West,85.3383774739201,27.727557949999998
18000000,Chandragiri,3.0,3.0,4,684.5,13.0,Kathmandu,West,85.2247831,27.6928184
16000000,Chandragiri,2.5,3.0,6,1026.75,13.0,Kathmandu,West,85.2247831,27.6928184
13500000,Chandragiri,2.5,3.0,7,1026.75,13.0,Kathmandu,West,85.2247831,27.6928184
15000000,Chandragiri,2.5,3.0,3,1369.0,13.0,Kathmandu,West,85.2247831,27.6928184
22000000,Chandragiri,3.5,3.0,6,1197.875,13.0,Kathmandu,West,85.2247831,27.6928184
30500000,Chandragiri,3.5,4.0,5,1369.0,13.0,Kathmandu,West,85.2247831,27.6928184
26000000,Chandragiri,3.0,5.0,6,1369.0,13.0,Kathmandu,West,85.2247831,27.6928184
20500000,Chandragiri,3.0,3.0,4,1060.975,13.0,Kathmandu,West,85.2247831,27.6928184
23000000,Chandragiri,2.5,4.0,4,1540.125,13.0,Kathmandu,West,85.2247831,27.6928184
25000000,Chandragiri,2.5,3.0,5,1369.0,13.0,Kathmandu,West,85.2247831,27.6928184
12900000,Chandragiri,3.0,3.0,4,855.625,13.0,Kathmandu,South,85.2247831,27.6928184
16000000,Chandragiri,2.0,2.0,2,1369.0,10.0,Kathmandu,South East,85.2247831,27.6928184
17000000,Chandragiri,2.5,3.0,6,1095.2,10.0,Kathmandu,South East,85.2247831,27.6928184
17000000,Chandragiri,3.0,3.0,6,1026.75,16.0,Kathmandu,East,85.2247831,27.6928184
22000000,Chandragiri,3.0,3.0,6,1711.25,10.0,Kathmandu,East,85.2247831,27.6928184
26700000,Chandragiri,2.5,1.0,6,1711.25,20.0,Kathmandu,West,85.2247831,27.6928184
29500000,Chandragiri,2.0,4.0,7,1454.5625,14.0,Kathmandu,West,85.2247831,27.6928184
17000000,Changathali,2.5,3.0,7,1369.0,10.0,Lalitpur,East,85.3682629,27.6543547
18000000,Changathali,2.5,3.0,4,1026.75,13.0,Lalitpur,North West,85.3682629,27.6543547
28500000,Changathali,2.0,2.0,4,1471.675,13.0,Lalitpur,South,85.3682629,27.6543547
16000000,Changathali,2.0,5.0,4,1369.0,13.0,Lalitpur,West,85.3682629,27.6543547
22500000,Changathali,3.0,3.0,6,1197.875,13.0,Lalitpur,West,85.3682629,27.6543547
16000000,Changunarayan,3.0,3.0,2,1026.75,14.0,Bhaktapur,East,85.452118,27.704332
18000000,Changunarayan,3.0,3.0,5,1048.140625,13.0,Bhaktapur,South East,85.452118,27.704332
21000000,Changunarayan,3.5,3.0,8,1090.92,10.0,Bhaktapur,East,85.452118,27.704332
31000000,Changunarayan,2.5,4.0,5,1304.82,10.0,Kathmandu,North,85.40805544910381,27.68729715
31000000,Changunarayan,2.5,3.0,4,1129.425,10.0,Kathmandu,North,85.40805544910381,27.68729715
25000000,Changunarayan,2.5,2.0,4,3165.81,13.0,Bhaktapur,West,85.452118,27.704332
30000000,Chapagaun,2.5,3.0,5,1711.25,14.0,Lalitpur,South West,85.3158707357795,27.5656762
17000000,Chapali,3.0,3.0,8,1471.675,13.0,Kathmandu,West,85.3390309,27.7769706
27000000,Chapali,2.5,4.0,5,1540.125,12.0,Kathmandu,South,85.3390309,27.7769706
27000000,Chapali,3.5,4.0,6,2383.0,13.0,Kathmandu,East,85.3390309,27.7769706
28000000,Chapali,3.0,3.0,5,1129.425,13.0,Kathmandu,North East,85.3390309,27.7769706
29500000,Chapali,3.0,3.0,7,1129.425,13.0,Kathmandu,East,85.3390309,27.7769706
31000000,Chapali,2.5,5.0,4,1711.25,13.0,Kathmandu,East,85.3390309,27.7769706
33500000,Chapali,2.5,5.0,5,1403.225,15.0,Kathmandu,South West,85.3390309,27.7769706
39900000,Chapali,3.0,4.0,5,1540.125,14.0,Kathmandu,North West,85.3390309,27.7769706
42000000,Chapali,3.0,6.0,7,3165.8125,13.0,Kathmandu,East,85.3390309,27.7769706
61500000,Chapali,2.5,3.0,5,2053.5,13.0,Kathmandu,South,85.3390309,27.7769706
61500000,Chapali,2.5,5.0,5,2053.5,13.0,Kathmandu,South,85.3390309,27.7769706
20300000,Chapali,2.5,3.0,8,1796.8125,13.0,Kathmandu,West,85.3390309,27.7769706
52500000,Chapali,2.5,4.0,5,2053.5,13.0,Kathmandu,West,85.3390309,27.7769706
42500000,Chapali,2.5,5.0,6,1711.25,13.0,Kathmandu,West,85.3390309,27.7769706
57000000,Chapali,2.5,5.0,5,1882.375,13.0,Kathmandu,West,85.3390309,27.7769706
40000000,Chappal Karkhana,2.5,4.0,5,1369.0,13.0,Kathmandu,West,85.3424002,27.7349193
48000000,Chappal Karkhana,2.5,5.0,5,1369.0,13.0,Kathmandu,West,85.3424002,27.7349193
55600000,Chappal Karkhana,3.0,5.0,6,2053.5,13.0,Kathmandu,West,85.3424002,27.7349193
49000000,Chappal Karkhana,2.5,5.0,5,1711.25,13.0,Kathmandu,West,85.3424002,27.7349193
27000000,Chappal Karkhana,3.0,4.0,3,1026.75,13.0,Kathmandu,West,85.3424002,27.7349193
32000000,Chappal Karkhana,3.0,5.0,4,1026.75,13.0,Kathmandu,South West,85.3424002,27.7349193
32000000,Chappal Karkhana,2.5,5.0,4,1026.75,13.0,Kathmandu,South West,85.3424002,27.7349193
35000000,Chappal Karkhana,3.5,4.0,4,1026.75,16.0,Kathmandu,South,85.3424002,27.7349193
40000000,Chappal Karkhana,3.5,4.0,7,1839.59375,12.0,Kathmandu,North,85.3424002,27.7349193
75000000,Chappal Karkhana,2.5,6.0,5,2840.675,13.0,Kathmandu,South,85.3424002,27.7349193
35000000,Chappal Karkhana,2.5,4.0,6,1625.6875,13.0,Kathmandu,West,85.3424002,27.7349193
31000000,Chardobato,2.5,4.0,5,1540.125,12.0,Bhaktapur,West,85.4104342,27.6822208
41000000,Chardobato,3.5,6.0,6,1437.45,20.0,Bhaktapur,South,85.4104342,27.6822208
23500000,Chasidol,3.0,3.0,6,1390.39,13.0,Lalitpur,West,85.3847099,27.6464565
26000000,Chettrapati,2.5,2.0,6,1718.095,13.0,Kathmandu,West,null,null
31000000,Chhauni,2.5,3.0,4,1437.45,14.0,Kathmandu,South East,85.2916917,27.7055352
35000000,Chhauni,2.5,3.0,5,1095.2,13.0,Kathmandu,South,85.2916917,27.7055352
23500000,Chobar,3.0,3.0,5,1369.0,13.0,Kathmandu,West,85.28125975,27.6553409
33500000,Chokhel,3.5,4.0,8,1711.25,12.0,Lalitpur,East,85.3222582,27.6390108
33500000,Chokhel,3.5,4.0,8,1711.25,12.0,Lalitpur,East,85.3222582,27.6390108
26500000,Chundevi,3.5,4.0,8,1711.25,13.0,Bhaktapur,East,85.4137044,27.6650737
61000000,Chundevi,3.0,5.0,5,2053.5,13.0,Kathmandu,West,85.3377673,27.7353035
67500000,Chundevi,2.5,3.0,4,2310.18,13.0,Kathmandu,West,85.3377673,27.7353035
19000000,Chunikhel,3.0,3.0,5,1026.75,13.0,Kathmandu,West,85.36598383289746,27.762435500000002
16000000,Chunikhel,2.0,1.0,2,1060.975,13.0,Kathmandu,North,85.36598383289746,27.762435500000002
19500000,Chunikhel,2.5,3.0,4,752.95,10.0,Kathmandu,South West,85.36598383289746,27.762435500000002
19500000,Chunikhel,2.5,3.0,4,898.4,10.0,Kathmandu,South West,85.36598383289746,27.762435500000002
25000000,Chunikhel,3.5,3.0,7,1026.75,10.0,Kathmandu,South,85.36598383289746,27.762435500000002
28500000,Chunikhel,2.5,5.0,6,1403.225,13.0,Kathmandu,South,85.36598383289746,27.762435500000002
30000000,Chunikhel,3.0,5.0,6,1129.425,13.0,Kathmandu,South East,85.36598383289746,27.762435500000002
22500000,Chyasal,3.0,4.0,7,1026.75,13.0,Lalitpur,West,85.3281632,27.6746019
36000000,Chyasindol,2.5,5.0,5,2464.2,20.0,Kathmandu,East,null,null
25000000,Chyasundol,2.5,3.0,9,1369.0,13.0,Kathmandu,West,85.3362027,27.7549744
29500000,Civil Homes,3.0,2.0,3,2053.5,18.0,Lalitpur,West,85.3223213887412,27.62289985
10500000,Dadathok,3.0,2.0,3,919.79,13.0,Lalitpur,West,85.3815777,27.6349675
21500000,Dahachowk,2.5,4.0,7,1069.53,12.0,Kathmandu,East,85.2358779017852,27.70279035
25000000,Dallu,3.0,3.0,2,1197.875,13.0,Kathmandu,West,85.2959955,27.7108961
50000000,Dallu,3.0,2.0,3,1026.75,13.0,Kathmandu,West,85.2959955,27.7108961
29000000,Dallu,3.0,4.0,8,1155.09375,20.0,Kathmandu,West,85.2959955,27.7108961
41000000,Dallu,3.0,3.0,6,1026.75,16.0,Kathmandu,South,85.2959955,27.7108961
55000000,Dallu,3.0,3.0,7,2481.3125,14.0,Kathmandu,South,85.2959955,27.7108961
55000000,Dallu,3.0,3.0,3,1711.25,13.0,Kathmandu,West,85.2959955,27.7108961
15000000,Danchhi,2.5,3.0,4,1026.75,17.0,Kathmandu,South,85.4155111,27.7345628
16000000,Danchhi,2.5,3.0,4,1026.75,10.0,Kathmandu,South East,85.4155111,27.7345628
32500000,Deuba Chowk,2.5,5.0,5,1403.225,14.0,Kathmandu,South West,85.3611288,27.7748587
36000000,Deuba Chowk,2.5,5.0,5,2053.5,16.0,Kathmandu,East,85.3611288,27.7748587
36500000,Deuba Chowk,2.5,3.0,3,2395.75,13.0,Kathmandu,East,85.3611288,27.7748587
37500000,Deuba Chowk,2.5,3.0,5,1711.25,13.0,Kathmandu,South,85.3611288,27.7748587
43500000,Deuba Chowk,3.0,4.0,6,2053.5,13.0,Kathmandu,North,85.3611288,27.7748587
45000000,Deuba Chowk,2.5,4.0,5,1471.675,13.0,Kathmandu,South,85.3611288,27.7748587
47000000,Deuba Chowk,2.5,5.0,4,2053.5,15.0,Kathmandu,South,85.3611288,27.7748587
49500000,Deuba Chowk,2.5,5.0,8,2738.0,13.0,Kathmandu,East,85.3611288,27.7748587
52500000,Deuba Chowk,3.0,4.0,8,2738.0,12.0,Kathmandu,East,85.3611288,27.7748587
55000000,Deuba Chowk,2.5,4.0,8,2738.0,12.0,Kathmandu,East,85.3611288,27.7748587
50000000,Devkota Sadak,3.0,3.0,5,1540.125,13.0,Kathmandu,West,85.3383802,27.699358
22000000,Dhalmal,2.5,3.0,5,1060.975,12.0,Kathmandu,East,null,null
16500000,Dhalpa,3.0,3.0,8,1000.0,13.0,Kathmandu,South,85.2730703,27.6773581
22000000,Dhalpa,2.5,3.0,5,1540.125,13.0,Lalitpur,West,null,null
55000000,Dhapakhel,3.0,3.0,4,2121.95,13.0,Lalitpur,West,85.3323532,27.6279927
40000000,Dhapakhel,3.0,4.0,7,1642.8,13.0,Lalitpur,West,85.3323532,27.6279927
31700000,Dhapakhel,3.0,3.0,4,1369.0,13.0,Lalitpur,West,85.3323532,27.6279927
22500000,Dhapakhel,2.5,3.0,5,1060.975,13.0,Lalitpur,West,85.3323532,27.6279927
36000000,Dhapakhel,3.0,2.0,5,1369.0,13.0,Lalitpur,West,85.3323532,27.6279927
13500000,Dhapakhel,2.5,3.0,4,898.4,12.0,Lalitpur,South,85.3323532,27.6279927
17700000,Dhapakhel,2.5,4.0,3,855.625,12.0,Lalitpur,West,85.3323532,27.6279927
19000000,Dhapakhel,3.0,4.0,6,752.95,13.0,Lalitpur,South,85.3323532,27.6279927
19800000,Dhapakhel,2.5,3.0,4,1026.75,20.0,Lalitpur,South,85.3323532,27.6279927
25000000,Dhapakhel,2.5,3.0,4,1197.87,12.0,Lalitpur,North East,85.3323532,27.6279927
25000000,Dhapakhel,3.0,3.0,4,1625.6875,13.0,Lalitpur,South,85.3323532,27.6279927
25000000,Dhapakhel,2.5,2.0,7,1711.25,18.0,Kathmandu,South East,85.33480346032204,27.647465099999998
26000000,Dhapakhel,2.5,4.0,5,1437.45,18.0,Lalitpur,East,85.3323532,27.6279927
27000000,Dhapakhel,2.5,4.0,6,1129.425,13.0,Lalitpur,East,85.3323532,27.6279927
27000000,Dhapakhel,2.5,4.0,5,1026.75,20.0,Lalitpur,North East,85.3323532,27.6279927
28000000,Dhapakhel,3.0,3.0,6,1711.25,13.0,Lalitpur,East,85.3323532,27.6279927
29000000,Dhapakhel,2.5,3.0,3,1095.2,13.5,Lalitpur,South East,85.3323532,27.6279927
42000000,Dhapakhel,2.0,3.0,4,2806.45,13.0,Lalitpur,North East,85.3323532,27.6279927
26500000,Dhapakhel,2.5,4.0,5,1540.125,13.0,Lalitpur,West,85.3323532,27.6279927
45000000,Dhapakhel,2.5,3.0,9,2738.0,13.0,Lalitpur,West,85.3323532,27.6279927
31000000,Dhapakhel,3.0,3.0,7,1903.76,13.0,Lalitpur,West,85.3323532,27.6279927
28000000,Dhapakhel,3.0,3.0,5,1796.81,13.0,Lalitpur,West,85.3323532,27.6279927
38500000,Dhapakhel,3.0,4.0,6,2053.5,13.0,Lalitpur,West,85.3323532,27.6279927
15500000,Dhapakhel,3.0,3.0,5,855.625,13.0,Lalitpur,West,85.3323532,27.6279927
23000000,Dhapakhel,3.0,3.0,5,1026.75,13.0,Lalitpur,West,85.3323532,27.6279927
21900000,Dhapakhel,3.0,4.0,5,1454.5625,13.0,Lalitpur,West,85.3323532,27.6279927
29500000,Dhapakhel,3.0,3.0,5,1369.0,13.0,Lalitpur,West,85.3323532,27.6279927
24000000,Dhapakhel,3.0,3.0,4,941.18,13.0,Lalitpur,West,85.3323532,27.6279927
50000000,Dhapakhel,3.0,5.0,9,3080.25,13.0,Lalitpur,West,85.3323532,27.6279927
23500000,Dhapakhel,3.0,3.0,7,1540.125,13.0,Lalitpur,West,85.3323532,27.6279927
27500000,Dhapakhel,3.0,5.0,4,1369.0,13.0,Lalitpur,West,85.3323532,27.6279927
25500000,Dhapakhel,3.0,3.0,4,1129.425,13.0,Lalitpur,West,85.3323532,27.6279927
55000000,Dhapakhel,2.5,2.0,5,2224.625,13.0,Lalitpur,West,85.3323532,27.6279927
35000000,Dhapasi,3.0,3.0,5,2121.95,13.0,Kathmandu,West,85.32911937363252,27.7451935
29000000,Dhapasi,3.0,3.0,4,1026.75,13.0,Kathmandu,West,85.32911937363252,27.7451935
37500000,Dhapasi,2.5,4.0,7,1711.25,13.0,Kathmandu,West,85.32911937363252,27.7451935
28000000,Dhapasi,2.5,3.0,5,1540.125,13.0,Kathmandu,West,85.32911937363252,27.7451935
17000000,Dhapasi,3.0,3.0,4,1112.3125,13.0,Kathmandu,East,85.32911937363252,27.7451935
19500000,Dhapasi,2.5,3.0,5,1026.75,12.0,Kathmandu,East,85.32911937363252,27.7451935
21000000,Dhapasi,2.5,3.0,5,1060.975,12.0,Kathmandu,East,85.32911937363252,27.7451935
21000000,Dhapasi,2.0,3.0,5,1026.75,13.0,Kathmandu,West,85.32911937363252,27.7451935
23000000,Dhapasi,3.0,3.0,4,1112.3125,13.0,Kathmandu,North East,85.32911937363252,27.7451935
25500000,Dhapasi,3.0,6.0,5,1454.5625,13.0,Kathmandu,East,85.32911937363252,27.7451935
26000000,Dhapasi,3.0,3.0,4,2139.0625,15.0,Kathmandu,West,85.32911937363252,27.7451935
27000000,Dhapasi,2.5,3.0,5,1026.75,13.0,Kathmandu,North,85.32911937363252,27.7451935
28500000,Dhapasi,2.5,4.0,4,1095.2,16.0,Kathmandu,East,85.32911937363252,27.7451935
29000000,Dhapasi,2.5,3.0,4,1095.2,14.0,Kathmandu,North,85.32911937363252,27.7451935
29500000,Dhapasi,2.5,3.0,3,1369.0,13.0,Kathmandu,South,85.32911937363252,27.7451935
29500000,Dhapasi,2.5,4.0,5,1369.0,13.0,Kathmandu,East,85.32911937363252,27.7451935
29500000,Dhapasi,2.5,3.0,5,1026.75,13.0,Kathmandu,West,85.32911937363252,27.7451935
31000000,Dhapasi,2.5,3.0,5,1129.425,13.0,Kathmandu,South West,85.32911937363252,27.7451935
32000000,Dhapasi,2.5,6.0,6,1711.25,13.0,Kathmandu,East,85.32911937363252,27.7451935
32000000,Dhapasi,2.5,5.0,6,1711.25,13.0,Kathmandu,East,85.32911937363252,27.7451935
32500000,Dhapasi,2.5,1.0,5,2053.5,10.0,Kathmandu,East,85.32911937363252,27.7451935
32500000,Dhapasi,2.5,5.0,5,1711.25,13.0,Kathmandu,East,85.32911937363252,27.7451935
33500000,Dhapasi,3.0,4.0,4,1711.25,20.0,Kathmandu,North East,85.32911937363252,27.7451935
35000000,Dhapasi,2.0,4.0,4,1711.25,15.0,Kathmandu,East,85.32911937363252,27.7451935
36000000,Dhapasi,3.5,7.0,7,1403.225,16.0,Kathmandu,South East,85.32911937363252,27.7451935
37500000,Dhapasi,3.0,4.0,6,1369.0,13.0,Kathmandu,East,85.32911937363252,27.7451935
39000000,Dhapasi,2.5,4.0,7,2395.75,12.0,Kathmandu,East,85.32911937363252,27.7451935
40000000,Dhapasi,3.0,4.0,8,2994.6875,12.0,Kathmandu,South,85.32911937363252,27.7451935
41000000,Dhapasi,3.0,4.0,5,1369.0,20.0,Kathmandu,South East,85.32911937363252,27.7451935
42500000,Dhapasi,2.5,5.0,6,1711.25,18.0,Kathmandu,South,85.32911937363252,27.7451935
44000000,Dhapasi,2.5,4.0,5,2395.75,13.0,Kathmandu,North East,85.32911937363252,27.7451935
45000000,Dhapasi,3.0,6.0,6,2738.0,20.0,Kathmandu,South West,85.32911937363252,27.7451935
47000000,Dhapasi,2.5,2.0,6,3080.25,12.0,Kathmandu,East,85.32911937363252,27.7451935
47500000,Dhapasi,2.5,4.0,3,2087.725,15.0,Kathmandu,South East,85.32911937363252,27.7451935
50000000,Dhapasi,2.5,4.0,4,2395.75,10.0,Kathmandu,South,85.32911937363252,27.7451935
51000000,Dhapasi,2.5,2.0,4,2053.5,20.0,Kathmandu,East,85.32911937363252,27.7451935
58000000,Dhapasi,3.5,5.0,5,3114.475,17.5,Kathmandu,South,85.32911937363252,27.7451935
65000000,Dhapasi,3.0,6.0,6,2738.0,20.0,Kathmandu,West,85.32911937363252,27.7451935
58000000,Dhapasi,2.5,3.0,4,3422.5,13.0,Kathmandu,West,85.32911937363252,27.7451935
35000000,Dhapasi,3.0,4.0,5,1711.25,13.0,Kathmandu,West,85.32911937363252,27.7451935
26500000,Dhapasi,3.0,5.0,6,1197.875,13.0,Kathmandu,West,85.32911937363252,27.7451935
34000000,Dhapasi,3.0,4.0,6,1283.4375,13.0,Kathmandu,West,85.32911937363252,27.7451935
32500000,Dhapasi,3.0,3.0,3,1369.0,13.0,Kathmandu,West,85.32911937363252,27.7451935
44000000,Dhapasi,3.0,4.0,7,1711.25,13.0,Kathmandu,West,85.32911937363252,27.7451935
37500000,Dhapasi,3.0,3.0,5,2395.75,13.0,Kathmandu,West,85.32911937363252,27.7451935
47500000,Dhapasi,3.0,5.0,4,2395.75,13.0,Kathmandu,West,85.32911937363252,27.7451935
47500000,Dhapasi,2.5,5.0,5,2395.75,13.0,Kathmandu,West,85.32911937363252,27.7451935
33000000,Dhapasi,2.5,3.0,5,1155.09,13.0,Kathmandu,West,85.32911937363252,27.7451935
25500000,Dhapasi,2.5,5.0,6,1095.2,13.0,Kathmandu,West,85.32911937363252,27.7451935
21000000,Dharmasthali,2.0,2.0,4,1369.0,20.0,Kathmandu,North,85.300621,27.76704
18000000,Dharmasthali,3.0,3.0,6,1026.75,13.0,Kathmandu,West,85.300621,27.76704
17000000,Dhobighat,2.5,2.0,7,684.5,13.0,Lalitpur,West,85.3018175,27.6781899
75000000,Dhobighat,3.0,4.0,5,3080.25,13.0,Lalitpur,West,85.3018175,27.6781899
27500000,Dholahiti,2.5,4.0,4,1369.0,20.0,Lalitpur,West,85.3184812,27.6411376
29900000,Dholahiti,2.5,3.0,6,1796.8125,20.0,Lalitpur,East,85.3184812,27.6411376
33000000,Dholahiti,2.5,4.0,5,1369.0,13.5,Lalitpur,West,85.3184812,27.6411376
70000000,Dhumbarahi,3.0,2.0,4,2823.5625,13.0,Kathmandu,West,85.3444755,27.7317853
55000000,Dhumbarahi,2.5,5.0,7,3422.5,13.0,Kathmandu,West,85.3444755,27.7317853
30000000,Dhumbarahi,2.5,3.0,5,1369.0,13.0,Kathmandu,West,85.3444755,27.7317853
42000000,Dhumbarahi,2.5,3.0,5,1369.0,13.0,Kathmandu,West,85.3444755,27.7317853
65000000,Dhumbarahi,2.5,3.0,5,2053.5,13.0,Kathmandu,West,85.3444755,27.7317853
35000000,Dhumbarahi,3.0,4.0,5,1369.0,13.0,Kathmandu,West,85.3444755,27.7317853
52500000,Dhumbarahi,2.5,2.0,3,1711.25,13.0,Kathmandu,West,85.3444755,27.7317853
38000000,Dhumbarahi,2.5,3.0,3,1369.0,10.0,Kathmandu,East,85.3444755,27.7317853
45000000,Dhumbarahi,3.5,5.0,8,2395.75,12.0,Kathmandu,East,85.3444755,27.7317853
55000000,Dhumbarahi,3.5,7.0,8,1779.7,13.0,Kathmandu,North West,85.3444755,27.7317853
56000000,Dhumbarahi,3.5,6.0,7,2429.975,10.0,Kathmandu,South,85.3444755,27.7317853
57000000,Dhumbarahi,3.5,8.0,8,2429.975,10.0,Kathmandu,East,85.3444755,27.7317853
60000000,Dhumbarahi,3.0,5.0,8,2738.0,12.0,Kathmandu,East,85.3444755,27.7317853
62000000,Dhumbarahi,3.0,7.0,7,2738.0,13.0,Kathmandu,East,85.3444755,27.7317853
65000000,Dhumbarahi,2.5,4.0,5,2053.5,20.0,Kathmandu,South East,85.3444755,27.7317853
65000000,Dhumbarahi,3.0,4.0,5,2053.5,20.0,Kathmandu,East,85.3444755,27.7317853
67500000,Dhumbarahi,2.0,6.0,9,2738.0,11.5,Kathmandu,South East,85.3444755,27.7317853
36000000,Dhumbarahi,2.5,3.0,3,1369.0,13.0,Kathmandu,West,85.3444755,27.7317853
37500000,Dhumbarahi,2.0,2.0,3,1711.25,13.0,Kathmandu,West,85.3444755,27.7317853
28500000,Dhumbarahi,3.0,3.0,4,1095.2,13.0,Kathmandu,West,85.3444755,27.7317853
32500000,Dhumbarahi,2.5,4.0,6,855.625,13.0,Kathmandu,West,85.3444755,27.7317853
32500000,Dhungedhara,3.0,3.0,6,1026.75,13.0,Kathmandu,West,85.325026,27.7259772
28500000,Dhungedhara,2.5,3.0,5,1369.0,13.0,Kathmandu,West,85.325026,27.7259772
24000000,Dhungedhara,3.0,5.0,5,1026.75,14.0,Kathmandu,East,85.325026,27.7259772
27500000,Dhungedhara,2.5,6.0,5,1369.0,13.0,Kathmandu,South,85.325026,27.7259772
33000000,Dhungedhara,3.0,4.0,5,1026.75,13.0,Kathmandu,West,85.325026,27.7259772
57500000,Dillibazar,2.5,4.0,4,1026.75,13.0,Kathmandu,West,85.3275306,27.7054629
14500000,Duwakot,3.0,3.0,6,1369.0,10.0,Bhaktapur,North,85.412682,27.694099
21500000,Duwakot,2.5,3.0,5,1129.425,13.0,Bhaktapur,West,85.412682,27.694099
27000000,Duwakot,3.0,2.0,4,2224.625,13.0,Bhaktapur,West,85.412682,27.694099
40000000,Ekantakuna,2.5,3.0,5,1540.12,13.0,Lalitpur,West,85.3094045,27.6680816
42000000,Ekantakuna,2.5,4.0,3,2053.5,13.0,Lalitpur,West,85.3094045,27.6680816
16000000,Ekatabasti,2.5,5.0,4,752.95,11.0,Kathmandu,South,null,null
29900000,Ekatabasti,3.0,7.0,7,1369.0,13.0,Kathmandu,South East,null,null
29900000,Ekatabasti,3.0,5.0,7,1369.0,13.0,Kathmandu,South West,null,null
31000000,Ekatabasti,2.5,4.0,6,1026.75,13.0,Kathmandu,East,null,null
36000000,Ekatabasti,3.0,5.0,5,2139.0625,13.0,Kathmandu,East,null,null
70000000,Gahana Pokhari,2.0,5.0,6,2156.175,11.0,Kathmandu,South,85.33294421005291,27.7168419
22000000,Gairi Gaun,2.5,3.0,5,1129.425,13.0,Kathmandu,South East,85.3488985,27.6899892
35000000,Gairidhara,3.0,3.0,6,1369.0,13.0,Kathmandu,West,85.3278347,27.7177295
55000000,Gairidhara,3.0,5.0,4,1711.25,14.0,Kathmandu,East,85.3278347,27.7177295
24500000,Gairigaun,2.5,4.0,6,1283.43,14.0,Kathmandu,South West,85.3073475,27.753069
