Price,Address,Floor,Bathroom,Bedroom,Land,Road,City,Face,lat,lng
65000000.0,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",2.5,5.0,5.0,2395.75,13.0,Kathmandu,West,27.76697,85.35456
21000000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,4.0,6.0,1026.75,13.0,Kathmandu,West,27.69329,85.32227
36000000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,4.0,7.0,1711.25,13.0,Kathmandu,West,27.69329,85.32227
25000000.0,"Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,3.0,4.0,1369.0,13.0,Kathmandu,West,27.70531,85.34508
15500000.0,"Nagarjun, Kathmandu",2.5,2.0,6.0,1026.75,13.0,Kathmandu,West,27.70531,85.34508
62500000.0,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,4.0,5.0,2395.75,13.0,Kathmandu,West,27.69329,85.32227
42000000.0,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",2.5,5.0,4.0,1711.25,13.0,Kathmandu,West,27.77198,85.35914
13500000.0,"Bhaktapur Municipality भक्तपुर नगरपालिका, Nagarkot Road, Bhaktapur, Nepal",2.5,2.0,3.0,1197.87,13.0,Bhaktapur,West,27.67517,85.40927
16000000.0,"Bhaktapur City, Bhaktapur",2.5,2.0,4.0,790.5975,13.0,Bhaktapur,West,27.67354,85.4263
38000000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",2.5,4.0,4.0,1197.875,13.0,Lalitpur,West,27.64917,85.30034
36000000.0,"Nakkhudol Pitrikunda Marg, Sainbu, Lalitpur",2.5,5.0,5.0,1369.0,13.0,Lalitpur,West,27.66617,85.30975
23000000.0,"Budhanilkantha, Kathmandu",2.5,3.0,7.0,1026.75,13.0,Kathmandu,West,27.79072,85.35983
52500000.0,"Euro Kids, Chapali Bhadrakali, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,4.0,5.0,2053.5,13.0,Kathmandu,West,27.77052,85.36025
42000000.0,"Ekantakuna-Tikabhairab Road, Nakhu Bajar, Nakhu",2.5,4.0,3.0,2053.5,13.0,Lalitpur,West,27.66712,85.30605
17500000.0,"Dharampur, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 40607, Nepal",2.5,4.0,5.0,1423.76,13.0,Kathmandu,West,27.79072,85.35983
13500000.0,"Maulo Gade Pokhari, Chandragiri Municipality, Kathmandu",2.5,3.0,7.0,1026.75,13.0,Kathmandu,West,27.69704,85.3292
26000000.0,"dalko, Dhalko (Chettrapati), Kathmandu",2.5,2.0,6.0,1718.095,13.0,Kathmandu,West,27.71385,85.3034
60000000.0,"Thapathali, Kathmandu",2.5,2.0,5.0,2395.75,13.0,Kathmandu,West,27.69002,85.31837
25500000.0,"Sirutar (Ananta), Bhaktapur",2.5,3.0,3.0,1711.25,13.0,Bhaktapur,West,27.67354,85.4263
32500000.0,"Tokha, Kathmandu",2.5,3.0,3.0,1369.0,13.0,Kathmandu,West,27.70629,85.39441
38000000.0,"Aakashedhara, Mandikhatar",2.5,2.0,4.0,2395.75,13.0,Kathmandu,West,27.73771,85.35262
48000000.0,"Milijuli Tol, Chappal Karkhana, Kathmandu",2.5,5.0,5.0,1369.0,13.0,Kathmandu,West,27.70929,85.33003
67500000.0,"Hattiban, Lalitpur",2.5,3.0,3.0,1369.0,13.0,Lalitpur,West,27.64904,85.33434
29000000.0,"Akhanda marg, Ananda Nagar, Sukedhara",2.5,3.0,8.0,1369.0,13.0,Kathmandu,West,27.7285,85.34631
52500000.0,"Sat Talle Chok, Sukedhara",2.5,5.0,5.0,1711.25,13.0,Kathmandu,West,27.72734,85.34555
30000000.0,"kusibhu , Khusibu, Kathmandu",2.5,3.0,5.0,1133.7,13.0,Kathmandu,West,27.71826,85.30379
60000000.0,Kathmandu > Naxal,2.5,3.0,5.0,1711.25,13.0,Kathmandu,West,27.72967,85.32892
15000000.0,"Maulo Gade Pokhari, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,3.0,3.0,1369.0,13.0,Kathmandu,West,27.69329,85.32227
26500000.0,"taiba, Thaiba (Godawari), Lalitpur",2.5,2.0,3.0,1369.0,13.0,Lalitpur,West,27.66617,85.30975
39000000.0,"budanilkantha, Budhanilkantha, Kathmandu",2.5,4.0,4.0,2053.5,13.0,Kathmandu,West,27.77198,85.35914
27000000.0,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,4.0,6.0,1711.25,13.0,Kathmandu,West,27.77198,85.35914
47500000.0,"Talim Kendra Marg, Sainbu",2.5,3.0,3.0,2053.5,13.0,Lalitpur,West,27.67981,85.31295
38500000.0,Imadol,2.5,5.0,6.0,1711.25,13.0,Lalitpur,West,27.65836,85.34404
51000000.0,"budanilkantha, Budhanilkantha, Kathmandu",2.5,5.0,5.0,1711.25,13.0,Kathmandu,West,27.77198,85.35914
25000000.0,"थानकोट, Chandragiri, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2.5,3.0,2.0,1369.0,13.0,Kathmandu,West,27.69704,85.3292
10000000.0,Thaiba,2.5,2.0,3.0,1369.0,13.0,Lalitpur,West,27.62231,85.35016
67500000.0,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",2.5,2.0,4.0,2053.5,13.0,Kathmandu,West,27.77198,85.35914
80000000.0,"Imadol-Hattiban Road, सीतापाखा, इमाडोल",2.5,4.0,5.0,2053.5,13.0,Lalitpur,West,38.89037,-77.03196
25000000.0,"Taukhel (Godawari), Lalitpur",2.5,3.0,2.0,1754.03,13.0,Lalitpur,West,27.61028,85.36074
17000000.0,"budanilkantha, Budhanilkantha, Kathmandu",2.5,2.0,6.0,1437.45,13.0,Kathmandu,West,27.77198,85.35914
35000000.0,"Tokha, Kathmandu",2.5,4.0,5.0,1711.25,13.0,Kathmandu,West,27.70629,85.39441
25000000.0,Kathmandu > Samakhusi,2.5,3.0,5.0,1026.75,13.0,Kathmandu,West,27.72717,85.31614
40000000.0,"Sano Bharyang, Kathmandu",2.5,2.0,4.0,2566.87,13.0,Kathmandu,West,27.71918,85.28742
16000000.0,"सीतापाखा, इमाडोल",2.5,2.0,4.0,1026.75,13.0,Lalitpur,West,27.66617,85.30975
42000000.0,"Rudramati Chowk, Mandikhatar",2.5,5.0,7.0,1369.0,13.0,Kathmandu,West,27.73745,85.35303
24000000.0,"Tutepani, Khumaltar, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 14364, Nepal",2.5,4.0,3.0,1026.75,13.0,Lalitpur,West,27.65333,85.32711
20000000.0,"vanasthali, Banasthali, Kathmandu",2.5,2.0,5.0,1026.75,13.0,Kathmandu,West,27.72746,85.29824
26500000.0,"Nakhipot, Lalitpur",2.5,3.0,5.0,1197.87,13.0,Lalitpur,West,27.64985,85.31754
22500000.0,"Mahalaxmi campus, Gwarko-Lamatar, Bhalutar, Lubhu, महालक्ष्मी, Mahalaxmi, ललितपुर, वाग्मती प्रदेश, 44708, नेपाल",2.5,5.0,4.0,1026.75,13.0,Lalitpur,West,38.89037,-77.03196
19300000.0,"Baniyatar (Tokha), Kathmandu",2.5,3.0,6.0,1197.875,13.0,Kathmandu,West,27.69329,85.32227
46500000.0,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",2.5,3.0,6.0,2053.5,13.0,Kathmandu,West,27.68952,85.33278
41500000.0,"budanilkantha, Budhanilkantha, Kathmandu",2.6,4.0,5.0,2121.95,13.0,Kathmandu,West,27.77198,85.35914
55000000.0,Kathmandu > Narayanthan (Budhanilkantha),3.0,4.0,4.0,2087.725,13.0,Kathmandu,West,27.79072,85.35983
35000000.0,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",3.0,4.0,5.0,2086.356,13.0,Kathmandu,West,27.66731,85.28993
70000000.0,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",3.0,5.0,7.0,2053.5,13.0,Kathmandu,West,27.77198,85.35914
31500000.0,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",3.0,4.0,5.0,1715.4939,13.0,Kathmandu,West,27.66731,85.28993
28000000.0,"Dhapakhel, Lalitpur",3.0,3.0,5.0,1796.81,13.0,Lalitpur,West,27.65336,85.32565
33500000.0,"All Core Kathmandu, Kathmandu",3.0,4.0,5.0,1818.2,13.0,Kathmandu,West,27.69329,85.32227
50000000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,5.0,4.0,1882.37,13.0,Lalitpur,West,27.64917,85.30034
32500000.0,"vasundhara, Basundhara, Kathmandu",3.0,3.0,8.0,1882.375,13.0,Kathmandu,West,27.73382,85.30193
38500000.0,"Dhapakhel, Lalitpur",3.0,4.0,6.0,2053.5,13.0,Lalitpur,West,27.65336,85.32565
61000000.0,"Chundevi (Maharajgunj), Kathmandu",3.0,5.0,5.0,2053.5,13.0,Kathmandu,West,27.73544,85.338
70000000.0,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3.0,3.0,5.0,2121.95,13.0,Lalitpur,West,27.64917,85.30034
78000000.0,Lalitpur > Bhaisepati / Sainbu,3.0,4.0,5.0,2053.5,13.0,Lalitpur,West,27.64917,85.30034
37500000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,3.0,6.0,2053.5,13.0,Kathmandu,West,27.77198,85.35914
67500000.0,"Golfutar (Budhanilkantha), Kathmandu",3.0,4.0,5.0,2224.625,13.0,Kathmandu,West,27.79072,85.35983
45000000.0,"Nakhipot, Lalitpur",3.0,3.0,5.0,2566.875,13.0,Lalitpur,West,27.64985,85.31754
27000000.0,"Duwakot (Changunarayan), Bhaktapur",3.0,2.0,4.0,2224.625,13.0,Bhaktapur,West,27.68516,85.43736
40000000.0,"Gothatar (Kageshwor), Kathmandu",3.0,3.0,4.0,2296.4975,13.0,Kathmandu,West,27.71381,85.31037
55000000.0,"vasundhara, Basundhara, Kathmandu",3.0,4.0,5.0,2395.75,13.0,Kathmandu,West,27.73382,85.30193
49999999.0,"Golfutar (Budhanilkantha), Kathmandu",3.0,5.0,5.0,2395.75,13.0,Kathmandu,West,27.79072,85.35983
65000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,3.0,5.0,2395.75,13.0,Lalitpur,West,27.65556,85.31742
40000000.0,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",3.0,4.0,5.0,2429.975,13.0,Kathmandu,West,27.66731,85.28993
30000000.0,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",3.0,4.0,8.0,1540.125,13.0,Kathmandu,West,27.77198,85.35914
15500000.0,"Dhapakhel, Lalitpur",3.0,3.0,5.0,855.625,13.0,Lalitpur,West,27.65336,85.32565
25000000.0,Lalitpur > Imadol (Mahalaxmi),3.0,3.0,5.0,1095.2,13.0,Lalitpur,West,27.66063,85.32136
22000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,5.0,5.0,1095.2,13.0,Lalitpur,West,27.66063,85.32136
21500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,6.0,941.18,13.0,Lalitpur,West,27.66063,85.32136
25000000.0,Lalitpur > Nakhu,3.0,3.0,5.0,855.625,13.0,Lalitpur,West,27.66431,85.30634
19000000.0,"Imadol Tikathali Siddhipur Sanagau Mahalaxmisthan Lubhu Lamatar Changathali, Mahalaxmi Area, Lalitpur",3.0,4.0,4.0,941.1875,13.0,Lalitpur,West,27.66652,85.31939
24900000.0,"Balkhu, Kathmandu",3.0,3.0,3.0,971.5538,13.0,Kathmandu,West,27.68217,85.2943
23500000.0,"Sitapakha, Imadol, Mahalaxmi, Nepal",3.0,4.0,4.0,1005.35,13.0,Lalitpur,West,27.65108,85.33905
25000000.0,"nakkhudole, Nakhudole (Bhaisepati), Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.64893,85.3106
29000000.0,"budanilkantha, Budhanilkantha, Kathmandu",3.0,4.0,5.0,1060.975,13.0,Kathmandu,West,27.77198,85.35914
26300000.0,"Balkhu, Kathmandu",3.0,3.0,3.0,965.9924,13.0,Kathmandu,West,27.68217,85.2943
23000000.0,"Siddhipur, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44795, Nepal",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
17000000.0,Mahalaxmisthan >,3.0,3.0,7.0,855.625,13.0,Lalitpur,West,27.66652,85.31939
28000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,7.0,1112.31,13.0,Lalitpur,West,27.66063,85.32136
31500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,3.0,5.0,1129.425,13.0,Lalitpur,West,27.66063,85.32136
23500000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,4.0,1129.425,13.0,Lalitpur,West,27.66063,85.32136
23000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,4.0,684.5,13.0,Lalitpur,West,27.65556,85.31742
34000000.0,"Karuna Hospital, Chunikhel Marg, Baluwakhani Chok, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 44622, Nepal",3.0,2.0,6.0,1129.425,13.0,Kathmandu,West,27.79072,85.35983
29000000.0,"naya basti, Imadol, Khadkagau, Mahalaxmi Municipality, Lalitpur, Bagmati Pradesh, 44705, Nepal",3.0,3.0,7.0,1112.31,13.0,Lalitpur,West,27.67621,85.30356
24000000.0,"Tikathali (Mahalaxmi), Lalitpur",3.0,4.0,5.0,787.175,13.0,Kathmandu,West,27.65554,85.36187
16000000.0,"Sitapaila (Nagarjun) ,",3.0,3.0,5.0,855.625,13.0,Kathmandu,West,27.70745,85.28294
17000000.0,"Mulpani (Kageshwor), Kathmandu",3.0,2.0,5.0,855.625,13.0,Kathmandu,West,27.70629,85.39441
24000000.0,"Imadol Tikathali Siddhipur Sanagau Mahalaxmisthan Lubhu Lamatar Changathali, Mahalaxmi Area, Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.66652,85.31939
32500000.0,"Khumaltar, Lalitpur",3.0,3.0,4.0,1026.75,13.0,Lalitpur,West,27.65333,85.32711
22000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
25500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
26000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,3.0,3.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
23000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
18000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
20000000.0,Kathmandu > Syuchatar (Kalanki),3.0,3.0,3.0,1026.75,13.0,Kathmandu,West,27.69299,85.28186
19000000.0,Kathmandu > Chunikhel (Budhanilkantha),3.0,3.0,5.0,1026.75,13.0,Kathmandu,West,27.79072,85.35983
25500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
39000000.0,"Samakhusi, Kathmandu",3.0,5.0,6.0,1026.75,13.0,Kathmandu,West,27.72717,85.31614
25000000.0,"Imadol (Mahalaxmi), Lalitpur",3.0,2.0,6.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
33000000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,2.0,4.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
23000000.0,"Dhapakhel, Lalitpur",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.65336,85.32565
23000000.0,"PC Complex, ChhakkuBakku Marg, Bogati Tol, Naya Baneshwar, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44617, Nepal",3.0,3.0,5.0,1026.75,13.0,Kathmandu,West,27.69661,85.33952
24000000.0,"bangal, Bhangal (Budhanilkantha), Kathmandu",3.0,5.0,6.0,1048.14,13.0,Kathmandu,West,27.79072,85.35983
23500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
23500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
18000000.0,"Mulpani (Kageshwor), Kathmandu",3.0,4.0,5.0,1026.75,13.0,Kathmandu,West,27.70629,85.39441
23500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
15000000.0,"Harisiddhi, Lalitpur",3.0,2.0,1.0,1026.75,13.0,Lalitpur,West,27.63896,85.34351
33000000.0,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",3.0,4.0,6.0,1026.75,13.0,Lalitpur,West,27.66969,85.33474
26500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,4.0,4.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
25500000.0,"Siddhipur, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44795, Nepal",3.0,4.0,5.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
25000000.0,"Sitapakha, Imadol, Khadkatol, Khadkagau, Mahalaxmi Municipality, Lalitpur, Bagmati Pradesh, 44795, Nepal",3.0,3.0,6.0,1026.75,13.0,Lalitpur,West,27.66063,85.32136
22500000.0,"Tokha, Kathmandu",3.0,3.0,5.0,1026.75,13.0,Kathmandu,West,27.70629,85.39441
32500000.0,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.0,3.0,5.0,1026.75,13.0,Lalitpur,West,27.65556,85.31742
35500000.0,"Samakhusi, Kathmandu",3.0,4.0,6.0,1197.87,13.0,Kathmandu,West,27.72717,85.31614
45000000.0,"Kusunti, Lalitpur",3.0,4.0,4.0,1540.125,13.0,Lalitpur,West,27.66517,85.30742
65000000.0,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",3.0,4.0,5.0,1540.125,13.0,Lalitpur,West,27.66712,85.30605
42000000.0,"vasundhara, Basundhara, Kathmandu",3.0,5.0,6.0,1540.125,13.0,Kathmandu,West,27.73382,85.30193
34500000.0,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",3.0,5.0,5.0,1540.125,13.0,Kathmandu,West,27.77198,85.35914
27500000.0,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",3.0,3.0,4.0,1540.12,13.0,Kathmandu,West,38.89037,-77.03196
