Price,Address,Floor,Bathroom,Bedroom,Land,Road,Land Mark
50000000,"PADMAMOD, Machhindra Nath Sadak, Bhaisepati, Sainbu, Lalitpur",,,,,,
17000000,"Padma Colony, NH21, Ramkot, Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu",4,4,5,1026.75,13,Block-A A-37 Padma Colony Phase-I Sitapaila Nagarjun Municipality-05 Kathmandu
17000000,"Padma Colony, NH21, Ramkot, Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu",4,4,5,1026.75,13,Block-A A-37 Padma Colony Phase-I Sitapaila Nagarjun Municipality-05 Kathmandu
45000000,"Oxford Higher Secondary School, Dathu Sadak, Nayabazar, Kathmandu",,,,1454.56,13,
19000000,"Orpach, Siddhipur, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44708, Nepal",15,4,6,1369,13,
29500000,"Orpach, Siddhipur, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44708, Nepal",25,5,6,1369,13,
23000000,"old naikap, Purano Naikap (Chandragiri), Kathmandu",3,3,3,1369,13,
140000000,"Oddan, Bansbari Sadak, Narayan Gopal Chowk, Basundhara, Kathmandu, Bagmati Pradesh, 44606, Nepal",2=5,7,5,6160.5,13,
52500000,"Nyalma Marg, Dathu Tol, नक्साल",2,3,4,2738,12,
32500000,"North Valley English Secondary School, Dharmasthali, Tarakeshwar, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,6,1369,13,
67500000,"Nilopul, Sukedhara, Nilo Pool, Ananda Nagar, Sukedhara, Kathmandu, Budhanilkantha, Kathmandu, Bagmati Pradesh, 44602, Nepal",25,4,4,4449.25,13,
11000000,"Nilkantha, Dhading",25,1,5,581.825,20,**
17000000,"nikleshwor(Kapan), Kathmandu",1,1,3,1026.75,13,
325000000,"Nikhil Marg, Gongabu",4,18,18,1026.75,12,
32000000,"NIC Asia Bank, Bhagwati marg, Kalopul, Naxal, Kathmandu, Kathmandu Metropolitan City, Kathmandu",5,3,10,684.5,20,NIC ASIA BANK
160000000,"Newroad,pako sadak, Kathmandu, Nepal",7,7,,,20,Tamrakar complex
14800000,"newari khaja ghar, Gwarko-Lamatar, Chakamakal, Khadkatol, Lubhu, Mahalaxmi Municipality, Lalitpur, Bagmati Pradesh, 44708, Nepal",25,2,4,1112.3125,13,dhungin buspark
21000000,"new thimi, Naya Thimi, Bhaktapur",25,3,7,1026.75,13,
25000000,"New Road, Makkhan Tol, Yetkha",6,4,5,1026.75,13,
25000000,"New Road, Makkhan Tol, Yetkha",6,4,5,1026.75,13,
19500000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,2,3,1369,13,
21000000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,3,3,1369,13,
19500000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,3,3,1369,13,
29000000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",25,5,6,1967.9375,13,
47500000,"new naikap, Naya Naikap (Chandragiri), Kathmandu",3,6(2 attached),7,2909.125,13,Near New Diamond Academy
27000000,"New Diamond Academy, F105, Thapagaun, Kathmandu, Chandragiri Municipality, Kathmandu",,,,,,
22500000,"New Cosmetic and Gift Shop, school ground, Shree Binayak Tole, Jalapachok, Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",25,4,6,1026.75,12,
16000000,"New Cosmetic and Gift Shop, बालुवापाटी चोक, जाल्पा चोक, बानियाँटार, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",1,1,5,1026.75,13,
30000000,"New Cosmetic and Gift Shop, बालुवापाटी चोक, जाल्पा चोक, बानियाँटार, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,4,4,1369,13,
50000000,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",4,4,13,1882.37,13,
50000000,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",4,4,13,1882.37,13,
58000000,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",3,1,1,1946.54,13,
85000000,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",3,4,6,2909.125,13,
58000000,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",4,5,10,1946.54,12,
27700000,"new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",6,8,22,1197.875,8,
45000000,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",55,4,6,0,13,
100000000,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",5,1,1,3422.5,13,
38000000,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",3,4,6,1582.9,12,Nearby Liverpool College Nearby Online Khabar opposite to Jugaad Restaurant
28000000,"New Asha Enterprise, Tribhuvan Rajpath, Tinthana, PaneruGaun, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44618, Nepal",3,3,5,1095.2,12,
12500000,"Nepalgunj Gulariya road,",2,5,6,3422.5,20,
63000000,"Nepalgunj (Other Area), Banke (Nepalgunj)",3,5,8,10952,20,
57500000,"Nepal Telecom, Golphutar Main Sadak, Dharampur, Budhanilkantha, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 22644, Nepal",2,4,4,1403.225,20,Near Budanilkantha Nagarpalika
44000000,"Nepal Purva prahari sangathan, काठमाडाैँ चक्रपथ, Panipokhari, Samakhushi, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 10378, Nepal",45,5,12,1454.5625,20,
80000000,"Nepal CRS Co. LTD, Tokha Road, Nav Milan Bastii, Jalpa Chowk, Kathmandu, टोखा नगरपालिका, Kathmandu, Bagmati Pradesh, 21775, Nepal",25,4,5,3175.4355,13,"Bandevi Marga, Tokha 11"
32500000,"Neighborhood Cafe and Grill, Banshidhar Marg, Laligurans Chok, Chappal Karkhana, Kathmandu Metropolitan Ward 4, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44606, Nepal",1,1,2,1369,12,
14500000,"Neesum Technology Pvt. Ltd., 343, Shanti Goreto, Chabahil, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44600, Nepal",35,3,5,513.375,20,
18000000,"Nayagaun, Kaski (Pokhara)",1,1,3,1540.125,8,
21500000,"Nayagaun, Kaski (Pokhara)",,,,,,
27500000,"Nayabazar, Kathmandu",,,,855.62,13,
95000000,"naya sadak newroad, New Road, Kathmandu",4,2,1,663.1,13,
22000000,"Naya Nagar, Kusanti, Lalitpur, Bagmati Pradesh, 40000, Nepal",15,2,4,1475.95,13,
38500000,"Naya Nagar, Kusanti, Lalitpur",25,4,7,2139.06,13,
80000000,"naya bazar, NayaBazar, Kathmandu",5,5,1,2481.31,20,
25000000,"naya bazar, NayaBazar, Kathmandu",3,4,3,898.4,12,
25000000,"naya bazar, NayaBazar, Kathmandu",15,3,6,1026.75,12,"Balaju bridge, Valley Cold Store"
26900000,"naya bazar, NayaBazar, Kathmandu",4,4,8,1026.75,8,
15500000,"naya basti, Imadol",1,1,2,1026.75,12,"near to Pawan Prakriti School, Imadole"
15000000,"Naya Basti, Bhaktapur-Nala-Banepa road, Banepa, Kavrepalanchok, Bagmati Pradesh, 46210, Nepal",3,3,3,1026.75,20,
11800000,"naya baneshwar, New Baneshwor, Kathmandu",O,O,O,2464.2,20,Newbaneshwor sangam chok
32500000,"naya baneshwar, New Baneshwor, Kathmandu",1,1,1,1112.31,8,
25000000,"naya baneshwar, New Baneshwor, Kathmandu",2,1,1,1540.12,5,
97500000,"naya baneshwar, Min Bhawan (New Baneshwor), Kathmandu",O,O,O,3490.95,20,New baneshwor pathshala school
23500000,"naya baneshwar, Aloknagar (New Baneshwor), Kathmandu",25,4,12,1540.125,5,
170000000,"Naxal, Kathmandu",,,,5818.25,13,
55000000,"Naxal, Kathmandu",2,3,2,1369,12,
39000000,"Navodaya Marga, संगम बस्ती, Harisiddhi",3,4,5,1369,12,
34000000,"Nava Marg, खरेल टोल, लाजिम्पाट",3,3,4,1026.75,12,
35000000,"Nasah Shristi Kala, Sahid Nirgun Marg, Pyaphal, Yetkha, Kathmandu, Bagmati Pradesh, 44066, Nepal",35,3,4,1518.73,8,no
35000000,"NaRi Niwas, Navaratna Residential Area, Siddhipur, महालक्ष्मी, Mahalaxmi, ललितपुर, वाग्मती प्रदेश, 44795, नेपाल",,,,,,
22500000,"Narephat (koteshwor), Kathmandu",25,4,5,1133.7,13,
150000000,"Narayanthan Temple, Thaha, Nepal",25,5,5,,13,
115000000,"Narayanthan (Budhanilkantha) , budanilkantha",,,,2738,13,
24000000,"Narayantar (Jorpati), Kathmandu",3,3,5,1197.875,13,
25000000,"Narayantar (Jorpati), Kathmandu",25,3,6,1197.875,13,
40000000,"Narayantar (Jorpati), Kathmandu",4,O,O,1540.125,13,Chhahari club jorpati
45000000,"Narayan Gopal Chowk, Basundhara, Kathmandu, Kathmandu Metropolitan City, Kathmandu",3,0,0,1369,20,
41000000,"Narayan Gopal Chowk, Basundhara, Kathmandu",4,4,5,1745.475,13,
35000000,"Narayan Gopal Chowk, Basundhara",0,0,0,1369,13,
45000000,"Narayan Gopal Chowk, Basundhara",3,4,4,1711.25,13,
95000000,"Narayan Gopal Chowk, Basundhara",6,6,15,2053.5,13,वसुन्धरा
500000000,"Narayan Gopal Chok, Basundhara",5,5,5,10952,20,
55000000,"Namuna Chok, Gokarneshwar, Kathmandu, Bagmati Pradesh, 20187, Nepal",,,,,,
30000000,"Namgyal, Gokarneshwar Municipality, Kathmandu",4,4,11,1369,13,
32500000,"nakkhudole, Nakhudole (Bhaisepati), Lalitpur",35,5,5,1240.65,13,
36000000,"nakkhudole, Nakhudole (Bhaisepati), Lalitpur",3,4,5,1711.25,13,TALIM KENDRA
36000000,"Nakkhudol Pitrikunda Marg, Sainbu, Lalitpur",2,5,5,1369,13,500 meters fromBhaisepati Chowk
20000000,"nakkhu, Nakhu, Lalitpur",35,3,1,855.62,13,
44000000,"nakkhu, Nakhu, Lalitpur",3,4,3,1347.6,13,Near mediciti hospital
36000000,"nakkhu, Nakhu, Lalitpur",25,5,4,1454.5625,13,500m from medicity
75000000,"nakkhu, Nakhu, Lalitpur",5,10,10,2395.75,13,
56000000,"Nakkhu Jal Binayak Marg, भैसेपाटी, तल्लो गाउँ",2,3,5,3422.5,13,
56000000,"Nakkhu Jal Binayak Marg, भैसेपाटी, तल्लो गाउँ",3,4,4,3080.25,12,mediciti hospital
55000000,"Nakkhu Jal Binayak Marg, ????????, ????? ????",3,4,4,3080.25,12,mediciti hospital
41000000,"Nakhudole Bridge, Lalitpur, Nepal",,4,4,2224.62,13,
65000000,"Nakhu, Naya Nagar, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 40000, Nepal",35,4,5,1813.925,20,Medicity homes
95000000,"Nakhu, Kusunti, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 40000, Nepal",45,10,8,4038.55,13,
31000000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",35,3,4,1026.75,13,
29900000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",25,5,4,1112.3125,13,Medicity Hospital
29900000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",25,5,4,1112.3125,13,Mediciti Hospital
29900000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",25,5,6,1163.65,13,Nepal Medicity hospital
48000000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",25,4,4,1779.7,13,
60000000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",25,7,4,2224.625,13,MAHATOMARG
60000000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",3,4,5,3080.25,13,
55000000,"Nakhu Road, Nakhu Bajar, Nakhu",3,4,5,3080.25,13,
38000000,"Nakhu Dobato, Ring Road, Lalitpur, Nepal",25,,,1518.73,13,
25000000,"Nakhu Dobato, Ring Road, Lalitpur, Nepal",25,4,3,1095.2,12,
29000000,"Nakhipot, Lalitpur",25,4,4,1026.75,20,Nakhipot
27500000,"Nakhipot, Lalitpur",3,4,4,1369,20,Nakhipot
50000000,"Nakhipot, Lalitpur",35,5,6,1796.81,20,Near By Sampang Chowk
31000000,"Nakhipot, Lalitpur",25,4,5,1026.75,13,
26500000,"Nakhipot, Lalitpur",2 & Half floor,3,5,1197.87,13,Nakhipot
26000000,"Nakhipot, Lalitpur",3,4,5,1197.875,13,
22000000,"Nakhipot, Lalitpur",25,4,4,1369,13,
26000000,"Nakhipot, Lalitpur",3,4,8,1369,13,NMs driving center
41500000,"Nakhipot, Lalitpur",25,4,5,1403.225,13,
32500000,"Nakhipot, Lalitpur",3,4,6,1454.56,13,
45000000,"Nakhipot, Lalitpur",,4,4,1711.25,13,
45000000,"Nakhipot, Lalitpur",3,4,7,2395.75,13,
24000000,"Nakhipot, Lalitpur",25,3,4,1197.875,12,
380000000,"Nakhipot Marg, Bishal Chok, Nakhudol",4,5,10,1711.25,13,
24500000,Nakhipot >,3,,,1197.875,13,
28000000,"Nagdhunga, Kaski (Pokhara)",3,4,6,1369,8,
39000000,"Nagdaha Marg, Dhapakhel",3,4,6,2053.5,13,
16500000,"Nagarjun, Tarakeshwar, Kathmandu",,,,1026.75,12,
55000000,"Nagarjun, Tarakeshwar, काठमाडौं, Bagmati Pradesh, नेपाल",3,1,1,4107,20,
27500000,"Nagarjun, Tarakeshwar Municipality, Kathmandu, Bagmati Pradesh, 19975, Nepal",two and half,4,3,1540.125,20,
15500000,"Nagarjun, Kathmandu",2,2,6,1026.75,13,
25000000,"Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",2,3,4,1369,13,civil homes colony
32500000,"Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",,,,,,
26500000,"Nagarjun Municipality office, रामकोट, थुलो भार्याङ, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,4,1026.75,13,padma colony
85000000,"Nagarjun Marg, पिपल बोट, तिलगंगा",3,5,5,2738,13,battisputali
95000000,"Nagarjun Marg, पिपल बोट, तिलगंगा",3,6,6,3764.75,12,battisputali
31000000,"Nagarjun Coloney, Ramkot, गणेश स्थान, Nagarjun, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2,4,4,1369,20,Padma colony-III sitapaila ramkot
31000000,"Nagarjun ,",,,,1540.125,,
11000000,Nagarjun,1,1,3,2738,12,
26000000,"специи, Thahity Jyatha Marg, Ason, Yetkha, Kathmandu",3,2,2,1026.75,12,K
27000000,"Mulpani Pipalbot, Kageshwari-Manohara, Kageshwori Manohara, Kathmandu",3,3,4,1369,20,New
45000000,"Mulpani (Kageshwor), Kathmandu",25,6,4,2395.75,20,
75000000,"Mulpani (Kageshwor), Kathmandu",3,3,7,4962.625,20,
16000000,"Mulpani (Kageshwor), Kathmandu",25,3,4,1026.75,13,
22500000,"Mulpani (Kageshwor), Kathmandu",25,3,5,1197.875,13,
27000000,"Mulpani (Kageshwor), Kathmandu",45,4,8,1369,12,100m From Gokarneshwor Buspark
29500000,"Mulpani (Kageshwor), Kathmandu",3,6,8,1437.45,12,Near By Greenhill City
50000000,"Mt. Kailash School, Sir Raj Bahadur Road, Aakashedhara, Mandikhatar, Budhanilkantha, Kathmandu, Bagmati Pradesh, 3832, Nepal",,,,1711.25,13,
6500000,Morang > Morang (Other Area),1,1,2,3645,13,Sundar Dulari (Morang).
80000000,"Mitrapark (Chabahil), Kathmandu",4,Non,Non,2652.43,12,Mitra Park
20500000,"Mitranagar Dhapasi Baniyatar, Gongabu Area, Kathmandu",25,3,4,1026.75,12,
46000000,"Mitranagar (Gongabu), Kathmandu",4,6,15,1625.68,13,
33000000,"Miteri Marg, Makalbari, Gokarneshwor, Namgyal, Gokarneshwar Municipality, Kathmandu, Bagmati Pradesh, 89977, Nepal",1,2,3,2738,13,
26000000,"Miteri Marg, Makalbari, Gokarneshwor",4,4,12,1369,13,
36500000,"Miteri Marg, मकलबारी, गोकर्णेश्वर",1,1,2,2738,13,
49000000,"Milijuli Tol, Chappal Karkhana, Kathmandu",3,5,5,1711.25,13,With car parking and 2 attached
47500000,"Milijuli Tol, Chappal Karkhana",3,5,6,2053.5,13,
30000000,"Milijuli Tol, Chappal Karkhana",3,3,9,1711.25,5,
27500000,"Milijuli Tol, चप्पल कारखाना",0,3,4,0,13,bansbari
57000000,"Milap Marg, किरण चोक, बालुवाटार",2,4,5,2053.5,13,
48000000,"Milan Marg, मिलन टोल,",25,3,5,3422.5,20,jpt
40000000,"Mhepi Ajima Temple, Mhepi Marg, Kathmandu, Nepal",5,,,1711.25,12,
39000000,"mephi, Mhepi, Kathmandu",25,4,5,1197.875,12,Mhepi Mandir
16500000,"Maulo Gade Pokhari, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",0,0,0,855.625,13,0
13500000,"Maulo Gade Pokhari, Chandragiri Municipality, Kathmandu",2,3,7,1026.75,13,
13500000,"Maulo Gade Pokhari, Boshigaun, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",25,2,6,11978.75,13,
16500000,"Maulo Gade Pokhari, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",25,2,6,11978.75,20,
2.40E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,2,1369,20,
2.30E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,2,684.5,13,
1.65E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,3,1026.75,13,
2.20E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,2,1369,13,
2.80E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",1,2,3,1369,13,
4.65E+15,"mathatirtha, Matatirtha (Chandragiri), Kathmandu",2,4,4,3080.25,13,
12500000,"Matatirtha, Chandragiri, Kathmandu, Bagmati Pradesh, 44619, Nepal",25,2,4,1026.75,13,-
18500000,"Matatirtha, Chandragiri, Kathmandu",3,2,5,1026.75,13,No
47500000,Matatirtha,3,4,7,3080.25,20,
15000000,Matatirtha,3,2,4,1026.75,12,
25000000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",3,4,6,1197.875,12,
25000000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",2,2,6,1369,12,
38000000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",35,4,9,1369,12,2.5km From Machhapokhari
22000000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",25,5,6,1369,12,
22000000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",25,5,7,1369,12,
47500000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",35,4,7,1882.375,12,
16000000,"manmaiju, Manamaiju (Tarkeshwar), Kathmandu",,,,,,
26400000,"Mandikatar Sukedhara, Dhumbarahi Area, Kathmandu",25,5,5,1369,13,
47000000,"Mandikatar Bansbari Hattigaunda, Golfutar Area, Kathmandu",4,7,9,1540.125,13,
43000000,"Mandikatar Bansbari Hattigaunda, Golfutar Area, Kathmandu",25,3,6,3080.25,13,
35000000,"Mandikatar Bansbari Hattigaunda, Golfutar Area, Kathmandu",25,4,5,3080.25,13,
49000000,"Mandikatar (Dhumbarahi), Kathmandu",25,,,2053.5,13,
65000000,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",3,4,4,2500,20,
26500000,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",25,1,1,1369,13,
52500000,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",3,5,6,1711.25,13,
60000000,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",25,2,3,2053.5,13,
43500000,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",35,4,4,2224.62,13,
53500000,"Manbhawan (Kumaripati), Lalitpur",35,3,6,1369,13,
62500000,"Manbhawan (Kumaripati), Lalitpur",25,2,1,1369,12,
70000000,"Man bhawan Marga, कुमारीपाटी, Itapukhu",3,4,5,2395.75,13,
18000000,"Maliphant Marg, Wakhat, Sunakothi",2,1,4,1369,20,
19900009,Makwanpur (Hetauda) > Hetauda (Other Area),3,3,15,2733.75,12,Faristy gate
17000000,"Makalbari, Gokarneshwor, Gokarneshwar Municipality, Kathmandu, Bagmati Pradesh, 20187, Nepal",2,3,3,752.95,5,
42500000,"Makalbari Narayantar Boudha Baudha Gokarna, Jorpati Area, Kathmandu",25,3,5,1454.5625,13,
13000000,"Makalbari Narayantar Boudha Baudha Gokarna, Jorpati Area, Kathmandu",25,3,4,855.625,5,
13000000,"Makalbari Narayantar Boudha Baudha Gokarna, Jorpati Area, Kathmandu",3,3,3,855.625,5,
42000000,"Makalbari Marg (Ka), Makalbari, Gokarneshwor, Namgyal, Gokarneshwar Municipality, Kathmandu",1,1,2,2738,13,
12600000,"Makalbari Marg (Ka), Makalbari, Gokarneshwor",1,1,2,0,13,makalbari
23500000,"Makalbari Marg (Ka), मकलबारी, गोकर्णेश्वर",3,4,6,0,13,makalbari
36000000,"Makalbari Marg (Ka), मकलबारी, गोकर्णेश्वर",1,1,2,2738,13,
31500000,"Makalbari Bridge, Gokarneshwor, Nepal",,,,,,
29500000,"Makalbari (Jorpati), Kathmandu",25,0,0,1403.225,13,
35000000,"Makalbari (Jorpati), Kathmandu",1,1,2,2738,13,
34500000,"Makalbari (Jorpati), Kathmandu",1,1,2,2738,13,
29500000,"Makalbari (Jorpati), Kathmandu",3,3,3,1266.325,12,
29500000,"Makalbari (Jorpati), Kathmandu",4,4,10,1369,12,Makalbari Gate
42000000,"Makalbari (Jorpati), Kathmandu",1,2,2,2738,12,
55000000,"Majheripatan (Outskirt), Kaski (Pokhara)",,,,,,
7000000,"Maitidevi, Kathmandu",25,6,8,2738,13,
24500000,"Maitidevi, Kathmandu",4TH,5,5,684.5,12,
34000000,"Maitidevi, Kathmandu",,,,,,
61500000,"Mahila Ghar Marg, Sainbu, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 13775, Nepal",2,5,4,2053.5,13,
4500000,"Mahendra Highway, Nipane Gaun, Gol chowk, Gurdhām, Golbazar, Siraha",,,,,,
70000000,"Maharajgunj, Kathmandu",25,4,5,2053.5,13,
15000000,"Maharajgunj, Kathmandu",2,0,0,3080.25,13,
125000000,"Maharajgunj, Kathmandu",25,3,4,3422.5,13,
125000000,"Maharajgunj, Kathmandu",25,4,4,4192.56,13,
72500000,"Maharajgunj Dhapasi Bansbari , Basundhara Area, Kathmandu",25,5,5,3251.375,13,
26500000,"Mahankal, Budhanilkantha 44600, Nepal",3,5,6,1095.2,13,"स्पेसल चौक नजिकै, भङ्गाल बजार"
22500000,"Mahalaxmi campus, Gwarko-Lamatar, Bhalutar, Lubhu, महालक्ष्मी, Mahalaxmi, ललितपुर, वाग्मती प्रदेश, 44708, नेपाल",2 5,5,4,1026.75,13,
50000000,"Mahadevasthan Marga, पुष्पा नगर, बानेश्वर",3,4,3,1369,13,
85000000,"Mahadev Mandir, Thecho Chapagaun Road, Wakhat, Thecho, Satitar, Sunakothi, Godawari, Lalitpur",3,7,6,3080.25,20,"Thecho -Lalitpur , 5 km from Chapagaum Dobato Ringroad"
10000000,"Madi-Thori Road,",1,5,5,4107,20,
29000000,"Madhyapur Thimi, Bhaktapur",25,1,1,1026.75,13,
41000000,"Madhyapur Thimi, Bhaktapur",35,6(2 Attached),6,1796.8,13,Near Nepal Electricity Authority
32500000,"Madhyapur Thimi, Bhaktapur",35,4,6,1437.45,12,
50000000,"madhya baneshwor new baneswhwar old purano baneswor, Mid Baneshwor, Kathmandu",,,,1711.25,20,
86500000,"madhya baneshwor new baneswhwar old purano baneswor, Mid Baneshwor, Kathmandu",25,O,O,2498.425,20,Near valley view school
22500000,"madhya baneshwor new baneswhwar old purano baneswor, Mid Baneshwor, Kathmandu",1,1,1,898.4,13,
85000000,"madhya baneshwor new baneswhwar old purano baneswor, Mid Baneshwor, Kathmandu",O,O,O,3422.5,13,Back side venus hospital
10000000,"Madhu Marg,",2,2,4,1711.25,13,कपन कृष्ण मन्दिर नजिकै
17500000,"Madan Bhandari Memorial College, Rudmatti Marg, Kathmandu, Nepal",35,3,12,855.625,8,
135000000,"Machhegaun (Chandragiri) , machegaun",35,11,10,7914.53,13,
25000000,"Luvu Burger House, Lubhu, townplannig road, Lubhu, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44708, Nepal",25,3,4,1197.875,13,Near Vally Public School
15500000,"Lubhu (Mahalaxmi), Lalitpur",1 with extra room on top,1,3,1069.53,13,Genius International IB School or Matab Tole
20000000,"Lubhu (Mahalaxmi), Lalitpur",25,3,7,1133.7,13,
15500000,"Lubhu (Mahalaxmi), Lalitpur",25,3,4,1369,13,
28000000,"Lubhu (Mahalaxmi), Lalitpur",4,4,11,1711.25,13,
21500000,"Lubhu (Mahalaxmi), Lalitpur",25,3,6,1060.975,12,
17500000,"Lubhu (Mahalaxmi), Lalitpur",G+1,2,3,1369,12,"Chasidol, Lubhu, Lalitpur"
17000000,"Lubhu (Mahalaxmi), Lalitpur",25,3,10,1369,12,chagathali Buspark
30500000,"lolang, Goldhunga (Tarkeshwar), Kathmandu",25,3,3,1711.25,13,
17000000,"lolang, Goldhunga (Tarkeshwar), Kathmandu",25,3,6,11978.75,13,
16500000,"lolang, Goldhunga (Tarkeshwar), Kathmandu",25,5,5,1026.75,12,
18500000,"lolang, Goldhunga (Tarkeshwar), Kathmandu",25,3,6,1745.475,12,
40000000,"Lokanthali, Bhaktapur",4,4,12,1711.25,20,1km From Araniko Highway
30000000,"Lokanthali, Bhaktapur",35,1,1,855.62,13,
37500000,"Lokanthali, Bhaktapur",45,4,12,1796.81,13,Around 600m From Highway
47000000,"Lokanthali, Bhaktapur",35,O,O,2429.975,12,Near bigmart
15000000,"LinkPlus Offshore Pvt Ltd, Thaiba, Patan, Godawari, ललितपुर, Bagmati Pradesh, नेपाल",3,3,3,684.5,13,thaiba godabari
15000000,"Lik Marg, कुलेश्वर",2,2,4,1369,8,
52500000,"Learning Realm International (LRI) Higher Secondary School, Kalanki, Maitri Nagar, काठमाडौं, Kathmandu, काठमाडौं, Bagmati Pradesh, नेपाल",3,4,8,2395.75,20,LRI school
55000000,"Lazimpat Road, Tusal, Maharajganj",,,,,,
8000000,"Lazimpat Maharajgunj Ranibari, Panipokhari Area, Kathmandu",2,4,5,4374,13,
30025000,"Late Bus or Minis to Pokhara, etc., Tribhuvan Rajpath, Anand Chok, Kathmandu",3,4,6,1369,13,
32500000,"lan station, Inabaha Marg, कमलाक्षी, बागबजार, Kathmandu",6,5,6,684.5,13,Commercial
75000000,"Lamtangin Marg, चुनदेवी, Chappal Karkhana",3,5,6,3422.5,13,
14500000,"Lamatar, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44708, Nepal",25,3,3,1026.75,13,a
16000000,"Lamatar (Mahalaxmi), Lalitpur",25,2,3,1026.75,20,
16000000,"Lamatar (Mahalaxmi), Lalitpur",25,2,3,1369,20,
13500000,"Lamatar (Mahalaxmi), Lalitpur",1,1,2,941.18,13,Lubu Bus Park
16000000,"Lamatar (Mahalaxmi), Lalitpur",25,3,3,1026.75,13,
13800000,"Lamatar (Mahalaxmi), Lalitpur",O,O,O,1026.75,13,Lamatar housing near
16500000,"Lamatar (Mahalaxmi), Lalitpur",25,2,3,1026.75,12,
14000000,"Lamatar (Mahalaxmi), Lalitpur",,,,,,
