price,Location,Floor,Bathroom,Bedroom,Land,Road Size,Land Mark,url,182.25
35000000,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",35,4,7,1813.925,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-taukhel-godawari-gjbhos-3403-in-lalitpur/4d795817db20436c8d6769859a98e3f5,
43500000,Kathmandu > Chandol,25,,,1813.925,12,http://gharjaggabazar.com/sale/Chandol/6240/2/,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/2ed0b4627abd451e84ed22afaccea846,
51000000,"chabil cabahil, Chabahil, Kathmandu",3,5,6,1813.925,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/a01914dd7b9548af8bf2ea62603f69c4,
45000000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",25,6,6,1813.925,20,,https://hamrobazaar.com/for-sale-house/small-bungolow-house-on-sale-at-baluwatar-ktm-in-kathmandu/b69e29b33e134d009576cb9b7c4acd76,
37000000,"Sunakothi, Lalitpur",25,3,4,1812.6286,20,Sunakothi Lalitpur,https://hamrobazaar.com/for-sale-house/house-for-sale-bafal-matadevi-petrol-pump-bata-1-in-kathmandu/6526de0399e945c89de4705188fd84c8,
20300000,"chepali, Chapali (Budhanilkantha), Kathmandu",3,3,8,1796.8125,13,,https://hamrobazaar.com/for-sale-house/budhanilkantha-banglow-on-sale-in-kathmandu/f62e71a685344416a5916aa11de3a3ce,
28000000,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",25,1,1,1796.81,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/197a6cd76c5d48a38229f5999c534c62,
21000000,"budanilkantha, Budhanilkantha, Kathmandu",3,3,5,1796.81,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-near-special-chowk-bhangal-in-nepal/aa33d7d0b79244fcb755789d6e5d6cc8,
29500000,"Thankot, Chandragiri, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44619, Nepal",25,3,5,1796.81,13,Highvision colony Chandragiri,https://hamrobazaar.com/for-sale-house/naya-baneshwor-ma-4-aana-ma-baneko-ghar-bikre-ma-in-kathmandu/ec6822ca0a154ed49a3bbe3255df94ba,
41500000,"Chandol, Kathmandu",25,3,7,1796.81,13,,https://hamrobazaar.com/for-sale-house/in-kathmandu/f1d36471acca4fd58213887ae7e2f059,
37500000,"Lokanthali, Bhaktapur",45,4,12,1796.81,13,Around 600m From Highway,https://hamrobazaar.com/for-sale-house/ghar-sell-ma-at-11700000-bholadhoka-ma-in-nepal/9db6898546884e91a03f4f959572d99a,
50000000,"Nakhipot, Lalitpur",35,5,6,1796.81,20,Near By Sampang Chowk,https://hamrobazaar.com/for-sale-house/house-on-sale-budhanilkantha-in-kathmandu/13b1d55650014326b6c055281ededfc1,
42500000,Kathmandu > Boudha,35,4,7,1796.81,13,"Tinchuli, KTM",https://hamrobazaar.com/for-sale-house/nayabazar-ma-sadhey-5-talla-ghar-bikrima-in-kathmandu/154da78abf3a4058b3ef5870d431e24e,
41000000,"Madhyapur Thimi, Bhaktapur",35,6(2 Attached),6,1796.8,13,Near Nepal Electricity Authority,https://hamrobazaar.com/for-sale-house/house-semi-bungla-on-sale-in-nepal/c7994edc5af74ee5b51423a237668385,
32500000,"suchatar, Syuchatar (Kalanki), Kathmandu",3,3,7,1779.7,13,1km from ring road,https://hamrobazaar.com/for-sale-house/brand-new-house-for-sale-at-satdobato-in-nepal/3e3c1e049dcf482895ae24873566aa7e,
43000000,"vasundhara, Basundhara, Kathmandu",25,3,6,1779.7,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-code-no-gjbhos-2731-in-kathmandu/ef61dc2f7e59403bbff54a7a62f49057,
49000000,"chabil cabahil, Chabahil, Kathmandu",35,7,7,1779.7,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-setipakha-imadol-in-lalitpur/46065d4e4658439885fe3ec17f4f8637,
51000000,Kathmandu > Naxal,3,,,1779.7,12,Near dungedhara chowk Cksgirishmacks,https://hamrobazaar.com/for-sale-house/5bhk-premium-bungalow-for-sale-at-dhapasi-height-in-kathmandu/c396c42edff94b72aadd942c9b548e07,
32500000,"Lalitpur City, Lalitpur",0,0,0,1779.7,13,,https://hamrobazaar.com/for-sale-house/in-lalitpur/ffa1963b8bdb480681ab37274040b95c,
48000000,"Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",25,4,4,1779.7,13,,https://hamrobazaar.com/for-sale-house/for-sale-flat-sys-house-at-tokha-bhutkhel-in-kathmandu/9c548dc8ba7447af82b8671f8a4d86a3,
47500000,"Imadol (Mahalaxmi), Lalitpur",0,4,6,1779.7,13,,https://hamrobazaar.com/for-sale-house/buanglow-house-on-sale-at-sukhedhara-kathmandu-in-kathmandu/73398abdebc14ea9bc7a47d12d9d2a7e,
34500000,Khadkagaon( pasikot),25,4,6,1779.7,13,,https://hamrobazaar.com/for-sale-house/two-storied-house-in-lalitpur/ba4f943cd58a4a25a95c64a1083cb9b1,
46000000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",25,5,4,1779.7,13,,https://hamrobazaar.com/for-sale-house/422ana-house-for-sale-at-budhanilkantha-golfutar-in-kathmandu/3991c033dbd0439f9c3018e150ed5179,
45000000,Kathmandu > Hattigaunda (Budhanilkantha),25,7,7,1779.7,13,à¤¹à¤¤à¥à¤¤à¤¿à¤—à¥Œà¤‚à¤¡à¤¾,https://hamrobazaar.com/for-sale-house/house-on-sale-at-satungal-gjbhos-3387-in-kathmandu/e8ab07beffa64b1eab9af2e38d759fe9,
46000000,Kathmandu > Chandol,25,,,1779.7,13,Few mtr frm chandol road. Code :cksharencks,https://hamrobazaar.com/for-sale-house/house-for-sale-inside-indrapuri-awash-vip-area-in-kathmandu/c82c1ccb2d9b4ac48a27a837f11c5367,
65000000,Kathmandu > Purano Baneshwor (Old Baneshwor),3,,,1779.7,13,Sangam chowk. Between old new baneshwor,https://hamrobazaar.com/for-sale-house/baluwatar-2-houses-on-sale-in-kathmandu/47321b0392fc43ecbcc57661bf585299,
42000000,"Ranibari (Samakhusi), Kathmandu",,,,1779.7,13,,https://hamrobazaar.com/for-sale-house/52-aana-house-for-sale-at-budhanilkantha-pasikot-in-kathmandu/e1a3c464a9394e73a92f3d73cc115a1b,
47000000,"Kusunti, Lalitpur",25,3,3,1779.7,20,Lalitpur,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/e629adf8304248b9bf6cd4c5822fd002,
34000000,"Dharmasthali (Tarkeshwar), Kathmandu",25,3,6,1779.7,20,,https://hamrobazaar.com/for-sale-house/25-storey-brand-new-house-on-sale-in-lalitpur/f8f68a2b329044e1979580bd8268f59e,
38000000,Lalitpur > Imadol (Mahalaxmi),25,4,4,1779.7,20,"Shital height, imadol, lalitpur",https://hamrobazaar.com/for-sale-house/bhangal-25-storied-residential-bungalow-in-kathmandu/38de0c2debb74236b6829f6393fdcbaa,
150000000,Lalitpur > Kupandol,75,,,1779.7,20,"Lalitpur metropolitancity 1, Kupandole",https://hamrobazaar.com/for-sale-house/house-on-sale-in-bara/ad5665b8694a4f91a4304ad64dc6cf7d,
8000000,"Dhading District, Dhading",1,2,3,1775.42,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sundhara-near-civil-mall-in-kathmandu/3e99abc9be454678a41a69cf4075a418,
40000000,"suchatar, Syuchatar (Kalanki), Kathmandu",1,1,1,1754.03,13,,https://hamrobazaar.com/for-sale-house/in-nepal/174431f79d5d4587a4f13c21e93d30f3,
25000000,"Taukhel (Godawari), Lalitpur",2,3,2,1754.03,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bhaisepati-in-nepal/6e4e6b0aa1904dd984236d0815a40c6b,
39500000,"Kusunti, Lalitpur",25,4,4,1754.03,20,Nakhu kusunti,https://hamrobazaar.com/for-sale-house/house-for-sale-in-thamel-near-chhaya-center-in-kathmandu/dea9a6a81b984679b35ccf9ba608b6d6,
54000000,"Bagdol, Lalitpur",25,4,7,1754.03,20,Bagdol,https://hamrobazaar.com/for-sale-house/bhedetar-house-for-sale-in-dhankuta/1b3c83a66c424cf61c9c36d5a562977d,
18500000,"lolang, Goldhunga (Tarkeshwar), Kathmandu",25,3,6,1745.475,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/4546312b2fb6746d1259407db913c6da,
40000000,"Hattiban, Dhapakhel, Lalitpur, Bagmati Pradesh, 44700, Nepal",4,3,6,1745.475,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-imadol-in-lalitpur/3bbd52de0f2e40978a735542d30c6de1,
23500000,"Dulal Tol, Khadkagaon, बुदानिलकन्ठ, Budhanilkantha, Kathmandu, Bagmati Pradesh, 22644, Nepal",25,4,5,1745.475,13,,https://hamrobazaar.com/for-sale-house/bungalow-sale-satdobato-in-lalitpur/b771c1dc2e4a46e89000ac289d1eb9f5,
41000000,"Narayan Gopal Chowk, Basundhara, Kathmandu",4,4,5,1745.475,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-gjbhos-3335-in-kathmandu/bb449536b130490499c60d88bf36ef3e,
42000000,"vasundhara, Basundhara, Kathmandu",4,5,5,1745.475,13,Isan Hospital,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sital-height-imadol-in-lalitpur/f5efd9a0e15f4b338a6c5be5d3e2e26b,
24000000,Kavrepalanchok > Banepa,25,,,1745.475,20,https://gharjaggabazar.com/sale/Banepa/6560/2/,https://hamrobazaar.com/for-sale-house/house-for-in-kathmandu/73d8b334fabc45a5a5517fd3a8e90cc7,
43000000,"bangal, Bhangal (Budhanilkantha), Kathmandu",,6,6,1732.64,13,,https://hamrobazaar.com/for-sale-house/beautiful-house-in-peaceful-location-for-sale-in-nepal/bb9381d1c0ad4b248d71ef3070684ea6,
19000000,Jhapa > Birtamod,25,3,4,1731.375,12,Near Boston School,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chundevi-in-nepal/cc6f98fd00f0429dbd8098f885b0617b,
18500000,"Yogikuti, Rupandehi (Butwal)",2,4,4,1731.375,13,,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-at-mandikhatar-in-bara/4665883aab8c4ef488b1cc99009d5ab1,
26000000,"dalko, Dhalko (Chettrapati), Kathmandu",2,2,6,1718.095,13,,https://hamrobazaar.com/for-sale-house/newly-built-bungalow-in-budhanilkantha-sale-in-kathmandu/a8e8d3966cf347a9962389b4e12cd2b7,
25000000,"Tokha Sadak, Baniyatar, Tokha Chandeshwari",25,2,3,1711.25,13,,https://hamrobazaar.com/for-sale-house/hattiban-8-aana-ma-baneko-house-on-sell-in-lalitpur/b85a04f1a5f3451c9272fdfdac833554,
39500000,"budanilkantha, Budhanilkantha, Kathmandu",3,4,4,1711.25,13,"Deuba niwas, Budanilkantha",https://hamrobazaar.com/for-sale-house/house-for-sale-at-kohiti-in-kathmandu/f48031371637466e9a43068f5a11d798,
28000000,"Pepsicola (Kadaghari), Kathmandu",25,4,6,1711.25,13,,https://hamrobazaar.com/for-sale-house/imadol-shital-height-ochu-height-in-nepal/1f48a7ec03e34d45bd91ec080e2a1bed,
20000000,"chandagiri, Chandragiri, Kathmandu",25,3,6,1711.25,12,,https://hamrobazaar.com/for-sale-house/3-paisa-ma-baneko-ghar-bikri-ma-at-no-ew-road-in-nepal/8bf93408667648028f4d0e131317e53f,
45000000,"Nakhipot, Lalitpur",,4,4,1711.25,13,,https://hamrobazaar.com/for-sale-house/kirtipur-ringroad-ko-ghar-in-kathmandu/db929f2277e6498489334c888e7f9afa,
25500000,"budanilkantha, Budhanilkantha, Kathmandu",3,4,6,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-galkopakha-mani-road-samakhusi-in-kathmandu/a33a06cabfae4f549eaee5a487cb5782,
55000000,"Ekantakuna, Lalitpur",4,5,10,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-hanumandhoka-kasthamandap-in-nepal/9bf0ee8b2c34404487d4ed24fc73b2bd,
29000000,"budanilkantha, Budhanilkantha, Kathmandu",3,7,12,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-sale-behind-nachghar-jamal-kathmandu-in-kathmandu/e19168ae34394456ae73e49b816d0d06,
55000000,"Bhimsengola Battisputali Maitidevi Sinamangal old baneshwar, Purano Baneshwor Area, Kathmandu",,,,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-kathmandu-ganeshsthan-in-nepal/f95e7ff270dd461a82b046a0ede7c39c,
50000000,"madhya baneshwor new baneswhwar old purano baneswor, Mid Baneshwor, Kathmandu",,,,1711.25,20,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-baneshwor-in-kathmandu/5c0e93843bf945a2a7320b1bed7b53a5,
37000000,"Gongabu (Tokha), Kathmandu",2,2,4,1711.25,12,,https://hamrobazaar.com/for-sale-house/baneshwor-hight-puja-pratisthan-marg-ma-ghar-bikri-in-kathmandu/e43e2a357d0c433b80db873de1f87a42,
3.60E+15,"Sano Thimi, Bhaktapur",35,3,9,1711.25,12,Near to CTEVT,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanogaucharan-in-kathmandu/f172956d60854464b5a12476ce93cfdd,
40000000,"Mhepi Ajima Temple, Mhepi Marg, Kathmandu, Nepal",5,,,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-gusingal-in-lalitpur/76b6ca2c94114569b49bd39b499f1bca,
37500000,"Imadol (Mahalaxmi), Lalitpur",25,1,1,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/35be26fb48fc4904baf442e0cdf3a99e,
25500000,"Sirutar (Ananta), Bhaktapur",2,3,3,1711.25,13,Bhaktapur sirutar,https://hamrobazaar.com/for-sale-house/gwarko-house-in-lalitpur/7bc8e5a6339a4b3995143e66c6906c64,
25000000,"suchatar, Syuchatar (Kalanki), Kathmandu",25,3,4,1711.25,13,,https://hamrobazaar.com/for-sale-house/new-house-for-sale-at-satdobato-near-salesbary-in-lalitpur/f1c941e60d3f4fa08a0c615a660404c5,
30000000,"budanilkantha, Budhanilkantha, Kathmandu",25,3,4,1711.25,13,1km From Deuwa Chowk,https://hamrobazaar.com/for-sale-house/a-modern-house-for-sale-at-nakhu-lalitpur-in-lalitpur/79c30f9151f1407aaee50101cc6b948c,
41000000,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",3,3,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/khusibu-house-on-sale-in-kathmandu/c28a9baed01944779d839ce87fedf566,
35000000,"Tokha, Kathmandu",2,4,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-maitidevi-9840587634-in-kathmandu/3a0630f36bb94efb9c4f2f53c7dfd2c1,
55000000,"Khumaltar, Lalitpur",25,4,3,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lazimpat-in-kathmandu/5580c62f2a5e4f1f83067adca4241bc1,
44000000,"Dhapasi (Tokha), Kathmandu",25,4,7,1711.25,13,Nearby Lord Party Palace,https://hamrobazaar.com/for-sale-house/sanepa-sachal-ma-house-on-sale-in-nepal/fae7692a41b34eb38e546e13f20fb5a9,
35000000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",25,4,6,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-mhepi-in-kathmandu/92d16ca69d584c46be0d35987547f66d,
60000000,"Sanchal (Sanepa), Lalitpur",25 floor,4,5,1711.25,13,Sanchal sanepa,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/3a4a523a5cc04f7fb90728438fcbbc6e,
36500000,"Bafal, Kathmandu",3,4,5,1711.25,13,Near By Kohinoor Banquet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/8b0cd733e23a43118d64fd977a67b218,
25000000,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",35,4,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/ff70f1d956794d498b4ef29da3ca4514,
25000000,"Bode, Bhaktapur",3,4,7,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-nayabasti-jorpati-in-kathmandu/0c005d37d9434419b71416e7dd1af02d,
30000000,"Achham (Other Area), Achham",25,5,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/sell-or-rent-in-nepal/0fad3688c9dd48e8a28f2963c1cd99ec,
49500000,"budanilkantha, Budhanilkantha, Kathmandu",25,5,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/kalimati-ma-5-tale-ghar-in-nepal/74f3fd09dc4a46dfa7e68a028f78265e,
35000000,"Khadkagaon, Budhanilkantha, Kathmandu, Bagmati Pradesh, 22644, Nepal",2 and 1/2,6,7,1711.25,13,Ganesh school,https://hamrobazaar.com/for-sale-house/basantapur-main-thau-ma-1-aana-ma-baneko-ghar-in-kathmandu/a7411daf8b0e49a09c318dc6e619e8dc,
63500000,"Sanepa, Lalitpur",25,6,5,1711.25,13,Sanepa,https://hamrobazaar.com/for-sale-house/kalanki-ko-ghar-bikri-ma-in-kathmandu/8cca2844651a473aae88f62b3ba324a4,
27000000,"Dream Banquet, Tribhuvan Rajpath, Thānkot, चन्द्रागिरी, Chandragiri, Kathmandu",2,2,4,1711.25,20,Tribhuvan Park,https://hamrobazaar.com/for-sale-house/kalimati-chowk-ko-ghar-on-sale-in-kathmandu/09c3e55614f0489ba28eb85335ff94f2,
60000000,"Gusingal (Sanepa), Lalitpur",25 floor,3,5,1711.25,20,Gushingal Lalitpur,https://hamrobazaar.com/for-sale-house/bunglow-on-sale-shankhamul-chowk-in-kathmandu/8736e92df73545df8d731f950033a3bc,
40000000,"Lokanthali, Bhaktapur",4,4,12,1711.25,20,1km From Araniko Highway,https://hamrobazaar.com/for-sale-house/house-on-sale-at-putalisadak-in-kathmandu/6493807939f445009d5d8b9f42e8398d,
50000000,"Balkumari, Lalitpur",25,5,4,1711.25,20,300 MITER FROM RING ROAD,https://hamrobazaar.com/for-sale-house/house-for-sale-at-samakhusi-outside-in-kathmandu/c55babc0186f4ad287bafbc99790e447,
30000000,"Milijuli Tol, Chappal Karkhana",3,3,9,1711.25,5,,https://hamrobazaar.com/for-sale-house/house-on-sale-manmaiju-in-kathmandu/c1a47c1720b14043bed2cca00d28083f,
15700000,"Dairy Private Limited, F24, NAST research centre, Khumaltar, Lalitpur",1,1,3,1711.25,8,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chandol-in-kathmandu/fb7892c4c1118d936d945ec3dc344012,
42000000,"197, Shree Shanti Marg, Kshitij Nagar, Shankhamul, Kathmandu",3,2,9,1711.25,8,,https://hamrobazaar.com/for-sale-house/in-lalitpur/43a39be4cfe5467cacb22201526f804d,
30000000,Kathmandu > Kalanki,25,,,1711.25,8,kalanki chowk,https://hamrobazaar.com/for-sale-house/house-on-sale-near-crs-tokha-road-in-kathmandu/c6ee01c157644a0f9079f404e762a5e4,
23500000,"Harisiddhi, Lalitpur",1,2,2,1711.25,12,"Harisiddhi, 800 m away from Harisdhi School, Lalitpur",https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/1723b247061a41b4a4a0c82ef16fe6bd,
32000000,"Baluwakhani Chok, Golphutar, Budhanilkantha Municipality, Kathmandu",3,2,6,1711.25,12,"Baluwakhani, kapan",https://hamrobazaar.com/for-sale-house/gongabuma-sadhey-4-ra-5-ana-ma-baneko-ghar-bikrima-in-kathmandu/21041cc4877f4519b56c4ea67543d374,
30000000,"suchatar, Syuchatar (Kalanki), Kathmandu",35,3,10,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-narayanthan-in-kathmandu/beb4966e60a6427db8ef2611206adee8,
33500000,लोकन्थली,3,3,3,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-godawari-in-kailali/b56c7adc53194728b8f04445cc185240,
39000000,"All Outskirt Kathmandu, Kathmandu",3,3,6,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-shital-height-in-lalitpur/1c722cea078042539df48fbecadf6b23,
21500000,"Dhapakhel, Lalitpur",35,3,5,1711.25,12,cg lake view colony,https://hamrobazaar.com/for-sale-house/house-on-sale-at-wasik-in-kathmandu/483ec6561cec499da64c7b5110bb3743,
53000000,"Panna Hiti Galli, Panna Hiti, Chabahil, Kathmandu, Kathmandu Metropolitan City, Kathmandu",3,4,3,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-on-chabahil-in-kathmandu/4f66a9868d3a44c0b06fc75a59bc3b66,
32000000,"Tej Binayak School, Kirat Marg, Kageshwori Manohara, Kathmandu",3,4,6,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-budhanilkantha-bhanjal-ktm-in-kathmandu/ba5030fb31054401bf656b22a41dce12,
60000000,"जोर पिपल, बालुवाटार",3,4,5,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-tikathali-in-lalitpur/018e3676fec440ed9050c0935525aaa9,
22500000,"Sirutar, Anantalingeshwar, सूर्यविनायक नगरपालिका, भक्तपुर, Bagmati Pradesh, नेपाल",3,4,5,1711.25,12,Near Sirutar Police station,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/4ac43fc9557d434a8fe75752b057323c,
30000000,"तारकेश्वर, Tarakeshwar, Kathmandu",4,4,12,1711.25,12,,https://hamrobazaar.com/for-sale-house/grande-ghar-on-sale-in-kathmandu/a655d6bcea784f39b9cf24bb53b6f2a7,
60000000,"Subha laxmi hostel pvt ltd, Bhanjyang Marga, Pushpa Nagar, Bansh Ghari, Kathmandu, Bagmati Pradesh, 44605, Nepal",4,5,16,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-on-sale-tokha-saibaba-school-near-in-kathmandu/c15c15e3f4e24c1d891a6804ecb8f3aa,
55000000,Kathmandu > Swoyambhu,35,5,12,1711.25,12,"Swoyambhu, KTM",https://hamrobazaar.com/for-sale-house/flat-system-house-at-satungal-in-kathmandu/3ec7bb6b3bc3422dbcffc2c012815c7e,
750000000,"Upendra Marg, अरुन थापा मुर्ति चोक, कुपन्डोल",4,6,5,1711.25,12,,https://hamrobazaar.com/for-sale-house/brand-new-house-for-sell-in-lalitpur/4d618e56e50a49ecb92e96d30c0d4abd,
43500000,"Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3,7,7,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-pokhaea-birauta-in-kaski/b7ed62db7e4046d0a011533e0c7838e0,
44000000,"Jorpati (Gokarneshwar), Kathmandu",5,9,9,1711.25,12,,https://hamrobazaar.com/for-sale-house/budhanilkantha-bhangal-new-house-in-kathmandu/3e9df0b645ce4411834cd2cd2f22d8aa,
52500000,"लाखे चौर, नया बानेश्वर",4,10,10,1711.25,12,,https://hamrobazaar.com/for-sale-house/25-storey-house-in-imadole-4b-2k-2tb-2l-in-lalitpur/9d125a35b6144df283e5d2c3613c6eb6,
32500000,B g mahall,4,12,22,1711.25,12,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/e4fd9ad139464638b763efa387f9778f,
60000000,Kathmandu > Balaju,6,,,1711.25,12,,https://hamrobazaar.com/for-sale-house/25-talle-3-anna-build-new-house-sale-at-nakhipot-in-lalitpur/2b4599dceb674153a9eb4bfbd5c909c3,
38000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",0,0,6,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-naya-basti-jorpati-in-kathmandu/7adebdcc4f664bf2a821db162e636fe2,
60000000,"Rudramati Chowk, Mandikhatar",3,0,0,1711.25,13,,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-bhaktapur/3b9f47390591441c8bb9c4d6a2280060,
13500000,"budanilkantha, Budhanilkantha, Kathmandu",1,1,2,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-sanagaun-in-lalitpur/6a509a8676c34b08af55c281076dbb5b,
8300000,"Jharuwarasi (Bajrabarahi), Lalitpur",15,1,2,1711.25,13,Santaneshwor,https://hamrobazaar.com/for-sale-house/115-ana-house-on-sale-at-bisalnagar-in-kathmandu/1e73af498cc343b9bcc23fbabd4f5b4a,
22500000,"टोखा सादक, बालुवापाटी चोक,",1,1,2,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-ochu-height-imadol-in-lalitpur/81ca5c7db8b64bd28e79e2f0236a7953,
7800000,"Birgunj, Birgunj Metropolitan City, Birgunj, पर्सा, मधेश प्रदेश, नेपाल",1,1,2,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-dhumbarahi-in-bara/b09e6ab1a61248c49bedd12c27a63afb,
3000000,"Sundar Dulari, Sundarharaicha, Morang",1,1,1,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-tikapur-kailali-in-kailali/9e333ef867ac4375aa0f26c121b501ba,
25000000,"Tokha Sadak, बालुवापाटी चोक,",1,1,2,1711.25,13,"grandi hospital, tokha",https://hamrobazaar.com/for-sale-house/house-for-sale-at-bansbari-in-kathmandu/ffc09e14b26d465f892539290df94ab5,
13500000,"budanilkantha, Budhanilkantha, Kathmandu",1,2,2,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-for-sale-at-lazimpat-gairidhara-in-kathmandu/99a5d750ee564e568a056993e49a576a,
40000000,"budanilkantha, Budhanilkantha, Kathmandu",15,2,2,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkhantha-in-nepal/3c73b1fe03f846b9a147fc18f6811a10,
57000000,"थिरबम सडक, किरण चोक, बालुवाटार",2,2,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lubhu-lalitpur-in-lalitpur/c1e2aced818e467c98fe65bd9fb3598a,
10000000,"Madhu Marg,",2,2,4,1711.25,13,कपन कृष्ण मन्दिर नजिकै,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/97764bbbd98f4fe0bb8ce090abb79a45,
45000000,"budanilkantha, Budhanilkantha, Kathmandu",25,2,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-near-green-hill-city-jorpati-in-kathmandu/c3b5c754766447198d19f71649ab38bb,
52500000,"Brooklyn International College, काठमाडाैँ चक्रपथ, Dhumbarahi Pipal Bot, Dhumbarahi, Kathmandu",3,2,3,1711.25,13,H,https://hamrobazaar.com/for-sale-house/house-on-sale-lalitpur-in-lalitpur/4fc48638a69842e9ac33d38d3084c773,
41000000,"Suvechhya Hospital, NH21, Ramkot, Thulo Bharyang, Nagarjun, Nagarjun Municipality, Kathmandu",3,2,3,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-gaurighat-in-kathmandu/72da697ac2e1407088d5506f19056b14,
33000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",25,3,5,1711.25,13,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-lolang-height-with-video-link-in-kathmandu/4e9bfbe1ae44400da2dee0e616fe8575,
35000000,"vasundhara, Basundhara, Kathmandu",25,3,53,1711.25,13,Basundhara,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/7368fa6b8e5e4342a886226252521bee,
35000000,"budanilkantha, Budhanilkantha, Kathmandu",3,3,10,1711.25,13,,https://hamrobazaar.com/for-sale-house/medicity-banglow-on-sale-in-lalitpur/c27ef01d242648c5ab1bec732854f6d2,
