Price,Land,Road,Face,Floors,Bedroom,Bathroom,Address,City,342.25
60000000,3114.475,13,South West,2.5,4,5,Budhanilkantha, Kathmandu,
60000000,3490.95,13,South West,3.5,5,4,Mahadevtar, Kathmandu,
190000000,3490.95,13,South West,5,10,8,Tahachal, Kathmandu,
62500000,3490.95,21,South West,2,,,Banasthali, Kathmandu,
92000000,4107,20,South West,3.5,7,6,Basundhara, Kathmandu,
400000000,5133.75,10,South West,7,,,Anamnagar, Kathmandu,
100000000,5476,32,South West,2.5,8,5,Taukhel, Lalitpur,
80000000,5886.7,9,South West,3.5,9,4,Kupandole, Lalitpur,
115000000,6160.5,13,South West,2.5,5,4,Budhanilkantha, Kathmandu,
250000000,13690,13,South West,2.5,6,5,Swoyambhu, Kathmandu,
44000000,410.7,10,West,5.5,,7,Putalisadak, Kathmandu,
25000000,718.725,13,West,2,6,2,Gwarko, Lalitpur,
19500000,752.95,13,West,2.5,5,3,Tikathali, Lalitpur,
9850000,752.95,16,West,1,,,Tikathali, Lalitpur,
18500000,787.175,13,West,2.5,,,Tikathali, Lalitpur,
15500000,787.175,12,West,3.5,6,3,Lolang, Kathmandu,
29000000,787.175,26,West,3.5,7,4,Naya Bazar, Kathmandu,
15000000,787.175,10,West,,6,3,Halchowk, Kathmandu,
24000000,943.0999998,13,West,4,7,4,Chyasal, Lalitpur,
60000000,1026.75,10,West,5,1,1,Kalanki, Kathmandu,
23000000,1026.75,27,West,2,3,2,Saraswotinagar, Kathmandu,
26500000,1026.75,13,West,2.5,6,3,Tokha, Kathmandu,
27000000,1026.75,20,West,2.5,4,4,Harisiddhi, Lalitpur,
35000000,1026.75,13,West,5,17,12,New Buspark, Kathmandu,
27500000,1026.75,20,West,3.5,5,3,Imadol, Lalitpur,
15000000,1026.75,13,West,1.5,3,2,Phutung, Kathmandu,
25500000,1026.75,10,West,2.5,8,3,Lolang, Kathmandu,
12000000,1026.75,20,West,2.5,,,Dhapasi, Kathmandu,
23000000,1026.75,13,West,2.5,,,Gaurighat, Kathmandu,
13500000,1026.75,22,West,3,7,2,Thankot, Kathmandu,
25500000,1026.75,13,West,2.5,4,4,Imadol, Lalitpur,
25500000,1026.75,13,West,3,5,3,Kageshwori, Kathmandu,
30000000,1026.75,13,West,2.5,4,3,Thulobharyang, Kathmandu,
17000000,1026.75,10,West,3,4,,Tokha, Kathmandu,
14000000,1026.75,13,West,2.5,,2,Thankot, Kathmandu,
30000000,1026.75,12,West,2,5,4,Bhaisepati, Lalitpur,
19500000,1026.75,13,West,2.5,5,3,Makalbari, Kathmandu,
22500000,1026.75,13,West,2.5,,,Ochu Height, Lalitpur,
23000000,1026.75,13,West,2.5,4,3,Ochu Height, Lalitpur,
22500000,1026.75,13,West,3,7,4,Chyasal, Lalitpur,
19000000,1026.75,13,West,2.5,,,Tikathali, Lalitpur,
19500000,1026.75,12,West,2.5,,,Baniyatar, Kathmandu,
51000000,1026.75,42,West,5.5,1,6,Shankhamul, Kathmandu,
16000000,1026.75,13,West,3,3,3,Pepsicola, Kathmandu,
9800000,1026.75,13,West,1,2,1,Mahadevsthan, Kathmandu,
20000000,1026.75,20,West,3.5,,,Suryabinayak, Bhaktapur,
18500000,1026.75,25,West,3.5,,,Darjeeling Height, Bhaktapur,
19000000,1026.75,0,West,2.5,,,Bhangal , Kathmandu,
32000000,1026.75,16,West,,5,,Chappal karkhana, Kathmandu,
15000000,1026.75,16,West,2,,,Rudreshwor, Kathmandu,
17500000,1060.975,11,West,2,6,3,Godawari, Lalitpur,
31500000,1060.975,13,West,2.5,4,4,Imadol, Lalitpur,
16500000,1060.975,13,West,2,5,1,Thankot, Kathmandu,
22000000,1060.975,32,West,2.5,,,Sundarbasti, Kathmandu,
22000000,1060.975,32,West,2.5,,,Mandikhatar, Kathmandu,
37500000,1060.975,10,West,3.5,8,3,Gongabu, Kathmandu,
18500000,1060.975,10,West,4,7,5,Paiyuntar, Kathmandu,
27500000,1060.975,16,West,3,,,Baluwakhani, Kathmandu,
27500000,1060.975,16,West,2.5,,,Nikhileshwor, Kathmandu,
26500000,1060.975,13,West,2.5,6,4,Mandikhatar, Kathmandu,
8500000,1060.975,32,West,1,2,1,Naikap, Kathmandu,
27500000,1095.2,10,West,2.5,6,4,Baluwakhani, Kathmandu,
13000000,1095.2,13,West,1,3,1,Dharmasthali, Kathmandu,
33000000,1095.2,13,West,2.5,5,4,Imadol, Lalitpur,
24000000,1095.2,26,West,3.5,,3,Lolang, Kathmandu,
13300000,1095.2,10,West,1,2,1,Thali, Kathmandu,
27000000,1095.2,20,West,2.5,5,4,Imadol, Lalitpur,
29000000,1095.2,16,West,2.5,5,5,Golfutar, Kathmandu,
27500000,1095.2,4,West,3,6,,Kamerotar, Bhaktapur,
25000000,1095.2,10,West,2.5,5,,Goldhunga, Kathmandu,
32000000,1095.2,10,West,3,8,4,Kumarigal, Kathmandu,
14000000,1095.2,14,West,2,3,2,Bhaktapur, Bhaktapur,
22500000,1095.2,13,West,2.5,,,Ochu Height, Lalitpur,
30000000,1095.2,13,West,2.5,,,Imadol, Lalitpur,
10500000,1095.2,10,West,1,2,1,Sudal, Bhaktapur,
27500000,1095.2,20,West,2.5,5,4,Imadol, Lalitpur,
50000000,1095.2,22,West,5,,5,Kalanki, Kathmandu,
25000000,1095.2,20,West,2.5,,,Balkot, Bhaktapur,
24000000,1095.2,13,West,3,5,4,Padamsal, Kathmandu,
32500000,1095.2,20,West,2.5,3,3,Hattiban, Lalitpur,
20700000,1095.2,12,West,,5,,Syuchatar, Kathmandu,
22000000,1095.2,14,West,,4,,Syuchatar, Kathmandu,
28000000,1129.425,13,West,3,5,5,Balkot, Bhaktapur,
24500000,1129.425,13,West,2.5,3,3,Budhanilkantha, Kathmandu,
26500000,1129.425,20,West,2.5,6,4,Sitapaila, Kathmandu,
32500000,1129.425,23,West,2.5,6,4,Imadol, Lalitpur,
22000000,1129.425,30,West,3,4,,Kadaghari, Kathmandu,
29500000,1129.425,15,West,3,,,Samakhushi chowk, Kathmandu,
21500000,1129.425,13,West,2.5,5,3,Duwakot, Bhaktapur,
30500000,1129.425,15,West,3,5,4,Samakhusi, Kathmandu,
24000000,1129.425,12,West,2.5,6,5,Kapan, Kathmandu,
28000000,1197.875,26,West,4,11,8,Balaju, Kathmandu,
40000000,1369,16,West,3,10,4,Budhanilkantha, Kathmandu,
39000000,1369,26,West,2.5,4,3,Khusibu Town Planning, Kathmandu,
55000000,1369,13,West,2.5,3,3,Naxal, Kathmandu,
38000000,1369,20,West,3.5,,,Dhapakhel, Lalitpur,
34500000,1369,13,West,2.5,6,5,Budhanilkantha, Kathmandu,
29900000,1369,20,West,2.5,4,4,Phutung, Kathmandu,
26500000,1369,13,West,3,8,8,Setipakha, Lalitpur,
35000000,1369,13,West,2.5,5,5,Imadol, Lalitpur,
33000000,1369,14,West,2.5,5,4,Dholahiti, Lalitpur,
36000000,1369,15,West,2.5,4,5,Budhanilkantha, Kathmandu,
31500000,1369,14,West,3,,,Narephat, Kathmandu,
35000000,1369,20,West,3.5,5,6,Manabahadur Marga, Kathmandu,
15500000,1369,20,West,2.5,3,2,Lamatar, Lalitpur,
30000000,1369,13,West,3.5,5,5,Gatthaghar, Bhaktapur,
27000000,1369,11,West,4.5,8,4,Gorkarneshwor, Kathmandu,
40000000,1369,13,West,2.5,7,3,Shankhamul, Kathmandu,
35000000,1369,16,West,2.5,4,,Chandol, Kathmandu,
19500000,1369,15,West,2,5,3,Gwarko, Lalitpur,
27500000,1369,20,West,2.5,4,4,Dholahiti, Lalitpur,
22500000,1369,12,West,3.5,,4,Sitapaila, Kathmandu,
27500000,1369,13,West,2.5,3,4,Bhaisepati, Lalitpur,
27000000,1369,11,West,4.5,8,4,Gorkarneshwor, Kathmandu,
35500000,1403.225,13,West,2.5,5,1,Kapan, Kathmandu,
12000000,1403.225,3,West,3,,,Tarkeshwor, Kathmandu,
25000000,1403.225,12,West,2.5,6,5,Bauthali, Kathmandu,
20000000,1403.225,10,West,2.5,6,3,Goldhunga, Kathmandu,
25000000,1403.225,13,West,3.5,5,3,Gurjudhara, Kathmandu,
25000000,1403.225,13,West,4,11,6,Katunje, Bhaktapur,
33000000,1437.45,20,West,3.5,6,,Battisputali, Kathmandu,
31000000,1437.45,14,West,3.5,,,Kapan, Kathmandu,
32000000,1437.45,20,West,2.5,5,4,Nakhipot, Lalitpur,
18500000,1437.45,26,West,2.5,4,3,Dhapakhel, Lalitpur,
43500000,1437.45,16,West,2.5,3,3,Golfutar, Kathmandu,
40000000,1437.45,11,West,2.5,4,4,Kusunti, Lalitpur,
26000000,1437.45,18,West,3,5,3,Phutung, Kathmandu,
35000000,1437.45,13,West,2,5,5,Taukhel, Lalitpur,
32000000,1437.45,20,West,3,8,6,Chabahil, Kathmandu,
31500000,1437.45,10,West,4.5,12,7,Gongabu, Kathmandu,
46500000,1471.675,13,West,3,6,6,Hepali Height, Kathmandu,
39000000,1471.675,13,West,2.5,,,Icimod, Lalitpur,
40000000,1471.675,13,West,2.5,4,3,Mandikhatar, Kathmandu,
40000000,1471.675,13,West,2.5,5,4,Budhanilkantha, Kathmandu,
30000000,1471.675,12,West,2.5,5,4,Paiyuntar, Kathmandu,
51000000,1471.675,20,West,2.5,4,3,Vinayak Colony, Lalitpur,
51000000,1471.675,20,West,2.5,4,2,Vinayak Colony, Lalitpur,
30000000,1471.675,15,West,3.5,6,3,Suryadarshan Height, Kathmandu,
29900000,1540.125,10,West,3.5,8,4,Goldhunga, Kathmandu,
22000000,1711.25,10,West,2.5,6,3,Thankot, Kathmandu,
35000000,1711.25,20,West,2.5,5,4,Naya Basti, Kathmandu,
26700000,1711.25,20,West,2.5,6,,Chandragiri, Kathmandu,
51000000,1711.25,20,West,2.5,5,4,Bhaisepati, Lalitpur,
40000000,1711.25,20,West,2.5,5,4,Bhaisepati, Lalitpur,
37000000,1711.25,10,West,2,4,2,Gongabu, Kathmandu,
45000000,1711.25,13,West,2.5,6,5,Budhanilkantha, Kathmandu,
44500000,1711.25,15,West,2.5,5,5,Golfutar, Kathmandu,
35000000,1711.25,13,West,2.5,5,5,Rudreshwor, Kathmandu,
32500000,1711.25,12,West,3,12,,Imadol, Lalitpur,
37500000,1711.25,13,West,2.5,,,Bhangal , Kathmandu,
38000000,1711.25,13,West,3,,,Baluwakhani, Kathmandu,
41000000,1711.25,12,West,4.5,12,4,Maharajgunj, Kathmandu,
22000000,1711.25,13,West,2.5,,,Duwakot, Bhaktapur,
47500000,1711.25,20,West,3.5,7,6,Maijubahal, Kathmandu,
32500000,1711.25,10,West,3,,,Banasthali, Kathmandu,
30000000,1711.25,13,West,2.5,4,3,Badeli, Kathmandu,
47500000,1711.25,20,West,3.5,,,Maijubahal, Kathmandu,
29000000,1711.25,12,West,,4,3,Ichangu Narayan, Kathmandu,
27500000,1711.25,0,West,3.5,7,4,Kalanki, Kathmandu,
29900000,1711.475,10,West,3.5,8,4,Goldhunga, Kathmandu,
38000000,1745.475,12,West,2.5,4,4,Nakkhu, Lalitpur,
42500000,1745.475,29,West,5,18,15,Satungal, Kathmandu,
37500000,1745.475,13,West,4.5,12,4,Lokanthali, Bhaktapur,
42500000,1745.475,29,West,5,18,15,Thankot, Kathmandu,
40000000,1779.7,13,West,2.5,,,Gatthaghar, Bhaktapur,
42500000,1779.7,18,West,2.5,7,4,Khumaltar, Lalitpur,
35500000,1813.925,10,West,4,,4,Dillibazar, Kathmandu,
70000000,2053.5,13,West,3.5,4,5,Bhaisepati, Lalitpur,
40000000,2053.5,4,West,2.5,6,4,New Buspark, Kathmandu,
35000000,2053.5,20,West,2.5,6,4,Ochu Height, Lalitpur,
35000000,2053.5,25,West,2.5,,,Baluwatar, Kathmandu,
45000000,2087.725,13,West,2.5,5,5,Satdobato, Lalitpur,
77000000,2121.95,30,West,2.5,4,5,Hattigaunda, Kathmandu,
77000000,2121.95,20,West,2.5,4,5,Hattigaunda, Kathmandu,
35000000,2121.95,8,West,2.5,4,2,Chabahil, Kathmandu,
47000000,2121.95,20,West,2.5,5,3,Sitapaila, Kathmandu,
56000000,2395.75,14,West,3.5,7,6,Gothatar, Kathmandu,
47500000,2395.75,14,West,2.5,6,3,Bafal, Kathmandu,
67000000,2429.975,13,West,2.5,3,3,Basundhara, Kathmandu,
62000000,2464.2,13,West,5,17,10,Manbhawan, Lalitpur,
52000000,2464.2,20,West,2.5,6,3,Bansbari, Kathmandu,
43500000,2498.425,13,West,3,7,3,Shantinagar, Kathmandu,
55000000,2738,12,West,2.5,,,Dhumbarahi, Kathmandu,
53500000,2738,13,West,2.5,13,5,Budhanilkantha, Kathmandu,
72000000,2738,20,West,2.5,7,5,Balkhu, Kathmandu,
70000000,2738,20,West,2.5,6,5,Budhanilkantha, Kathmandu,
35000000,2738,15,West,,,,Balkumari, Lalitpur,
60000000,2738,15,West,,,,Budhanilkantha, Kathmandu,
5500000,2738,13,West,2.5,,,New Buspark, Kathmandu,
70000000,2806.45,18,West,2.5,5,6,Grande Hospital, Kathmandu,
102000000,3080.25,20,West,2.5,5,4,Bhimsengola, Kathmandu,
140000000,3080.25,26,West,6,,,Chamati, Kathmandu,
165000000,3080.25,32,West,6.5,4,9,Jalpa Chowk, Kathmandu,
57500000,3114.475,10,West,2.5,,,Balaju, Kathmandu,
45000000,3125,14,West,2.5,5,5,Bhaisepati, Lalitpur,
80000000,3422.5,13,West,3,6,5,Tripureshwor, Kathmandu,
140000000,3422.5,14,West,3.5,6,6,Baluwatar, Kathmandu,
48500000,3422.5,13,West,2,4,4,Boharatar, Kathmandu,
14500000,3764.75,13,West,3,11,,Bouddha, Kathmandu,
200000000,3764.75,12,West,4,,,Bouddha, Kathmandu,
43000000,4107,20,West,2,3,2,Dhungeadda, Kathmandu,
150000000,4791.5,22,West,3.5,,,Manbhawan, Lalitpur,
106000000,5202.2,15,West,2.5,6,4,Lazimpat, Kathmandu,
65000000,5202.2,24,West,3,6,6,Bhangal , Kathmandu,
138000000,5476,9,West,4,,,Ratopool, Kathmandu,
65000000,5476,12,West,2.5,5,3,Jarankhu, Kathmandu,
110000000,6160.5,18,West,2.5,5,4,Narayanthan , Kathmandu,
6500000,9240.75,15,West,2.5,9,6,Budhanilkantha, Kathmandu,
120000000,10609.75,20,West,2.5,4,5,Raniban, Kathmandu,
3500000,10952,18,West,2.5,5,,Raniban, Kathmandu,
11000000,13005.5,65,West,,,,Galkopakha, Kathmandu,
550000000,13690,20,West,6,,,Gongabu, Kathmandu,
16000000,342.25,15,,4,3,4,Patan, Lalitpur,
22500000,342.25,20,,,,,Kalimati, Kathmandu,
220000000,410.7,15,,8.5,4,7,New Road, Kathmandu,
35000000,684.5,17,,4,,,Baluwatar, Kathmandu,
50000000,684.5,0,,5,,,Kalimati, Kathmandu,
15000000,752.95,4,,3,3,3,Satungal, Kathmandu,
17000000,752.95,13,,2.5,,,Imadol, Lalitpur,
16000000,752.95,16,,2.5,4,3,Imadol, Lalitpur,
15500000,752.95,12,,2.5,,,Kapan, Kathmandu,
17000000,752.95,13,,2.5,,,Sukedhara, Kathmandu,
16500000,752.95,16,,2.5,,,Jyotinagar, Kathmandu,
10500000,752.95,10,,2.5,5,3,Rudreshwor, Kathmandu,
6800000,752.95,13,,2.5,,,Jarankhu, Kathmandu,
11500000,752.95,14,,2,,,Thankot, Kathmandu,
14000000,752.95,15,,2.5,,,Katunje, Bhaktapur,
11500000,752.95,10,,2.5,,,Thankot, Kathmandu,
22000000,787.175,10,,3,4,3,Imadol, Lalitpur,
21000000,787.175,13,,2.5,,2,Imadol, Lalitpur,
35000000,787.175,15,,3,,,Baneshwor, Kathmandu,
18500000,787.175,13,,2.5,,,Kapan, Kathmandu,
55000000,787.175,30,,3,,,Mahankal, Kathmandu,
52500000,787.175,20,,3.5,4,4,Lazimpat, Kathmandu,
15800000,787.175,30,,2.5,,,Sundarbasti, Kathmandu,
13000000,787.175,13,,,,,Kalanki, Kathmandu,
13500000,787.175,11,,2.5,,,Thankot, Kathmandu,
8200000,787.175,13,,,,,Thankot, Kathmandu,
25000000,1026.75,13,,2.5,,,Kapan, Kathmandu,
27500000,1026.75,15,,3,,,Nayabazar, Kathmandu,
16500000,1026.75,15,,1,,,Kapan, Kathmandu,
23000000,1026.75,15,,2.5,,,Pasikot, Kathmandu,
33500000,1026.75,15,,4.5,6,4,Kuleshwor, Kathmandu,
27500000,1026.75,20,,2.5,5,3,Imadol, Lalitpur,
25000000,1026.75,20,,2.5,,,Imadol, Lalitpur,
22000000,1026.75,16,,2.5,5,5,Sampang Chowk, Lalitpur,
28000000,1026.75,13,,2.5,6,3,Budhanilkantha, Kathmandu,
25000000,1026.75,13,,2.5,5,3,Imadol, Lalitpur,
16500000,1026.75,13,,1,2,1,Tikathali, Lalitpur,
28000000,1026.75,13,,2.5,6,3,Budhanilkantha, Kathmandu,
14500000,1026.75,10,,1,2,,Thankot, Kathmandu,
20000000,1026.75,10,,2,2,2,Bhaktapur, Bhaktapur,
24000000,1026.75,20,,2.5,,,Chyau Danda, Lalitpur,
35000000,1026.75,14,,3.5,4,4,Chappal karkhana, Kathmandu,
27500000,1026.75,9,,2.5,5,4,Imadol, Lalitpur,
13100000,1026.75,12,,2,6,,Chandragiri, Kathmandu,
19000000,1026.75,10,,2.5,,,Chandragiri, Kathmandu,
17500000,1026.75,9,,2.5,,,Chandragiri, Kathmandu,
20500000,1026.75,10,,2.5,4,3,Baniyatar, Kathmandu,
22000000,1026.75,26,,2.5,,,Tindhara, Kathmandu,
24000000,1026.75,10,,2.5,,,Buddha Chowk, Kathmandu,
16500000,1026.75,13,,1,2,1,Imadol, Lalitpur,
24000000,1026.75,13,,3,4,4,Nakhipot, Lalitpur,
21000000,1026.75,10,,2.5,,,Nepaltar, Kathmandu,
23500000,1026.75,20,,3.5,4,3,Tikathali, Lalitpur,
20500000,1026.75,10,,2.5,7,3,Naya Basti, Kathmandu,
19500000,1026.75,15,,3.5,,,Kapan, Kathmandu,
22500000,1026.75,15,,2.5,,,Kapan, Kathmandu,
23500000,1026.75,13,,3,6,4,Kharibot, Kathmandu,
28500000,1026.75,20,,2.5,,,Sukedhara, Kathmandu,
18000000,1026.75,13,,2.5,,,Taudaha, Kathmandu,
24500000,1026.75,20,,2.5,,,Baluwakhani, Kathmandu,
13300000,1026.75,12,,1,,,Chunikhel, Kathmandu,
27000000,1026.75,32,,2.5,,,Kathmandu,,
13500000,1026.75,13,,1,2,1,Kapan, Kathmandu,
22500000,1026.75,14,,3,,,Baluwakhani, Kathmandu,
21000000,1026.75,13,,2.5,3,3,Imadol, Lalitpur,
13800000,1026.75,13,,1,2,1,Lolang, Kathmandu,
21000000,1026.75,13,,2.5,,,Thankot, Kathmandu,
12000000,1026.75,16,,1.5,,,Machhe Gaun, Kathmandu,
52500000,1026.75,72,,2.5,,,Maharajgunj, Kathmandu,
20000000,1026.75,11,,2.5,,,Sitapaila, Kathmandu,
21000000,1026.75,13,,2.5,,,Mandikhatar, Kathmandu,
23000000,1026.75,13,,2.5,3,3,Nakkhu, Lalitpur,
15500000,1026.75,13,,2.5,,,Gurjudhara, Kathmandu,
23500000,1026.75,20,,2.5,4,5,Nakkhu, Lalitpur,
19500000,1026.75,15,,2.5,,,Imadol, Lalitpur,
21000000,1026.75,15,,3.5,,,Imadol, Lalitpur,
24000000,1026.75,14,,2.5,4,3,Bhaisepati, Lalitpur,
35000000,1026.75,13,,2.5,3,3,Samakhusi, Kathmandu,
15000000,1026.75,13,,,,,Thankot, Kathmandu,
19000000,1026.75,13,,2.5,4,3,Imadol, Lalitpur,
10500000,1026.75,5,,2.5,,,Thankot, Kathmandu,
11500000,1026.75,13,,1,2,1,Thankot, Kathmandu,
19000000,1026.75,15,,2.5,4,,Grande Villa, Kathmandu,
26000000,1026.75,13,,2.5,,,New Buspark, Kathmandu,
16000000,1026.75,13,,3,3,3,Pepsicola, Kathmandu,
17000000,1026.75,15,,2.5,,,Kamitar, Kathmandu,
12000000,1026.75,10,,1,,,Jarankhu, Kathmandu,
20000000,1026.75,13,,2.5,,,Chhapro, Kathmandu,
11500000,1026.75,13,,1.5,,,Mahadevsthan, Kathmandu,
25000000,1026.75,0,,2.5,,,Samakhusi, Kathmandu,
12800000,1026.75,13,,2.5,,,Thankot, Kathmandu,
17000000,1026.75,13,,2.5,,,Thankot, Kathmandu,
22000000,1026.75,26,,2.5,3,4,Golfutar, Kathmandu,
12500000,1026.75,6,,2,2,,Kapan, Kathmandu,
12000000,1026.75,13,,2.5,,,Thankot, Kathmandu,
13000000,1026.75,20,,,,,Thankot, Kathmandu,
16500000,1026.75,13,,,,,Thankot, Kathmandu,
11500000,1026.75,13,,,,,Thankot, Kathmandu,
22000000,1026.75,26,,2.5,3,4,Dhapasi, Kathmandu,
11800000,1026.75,13,,1,2,1,Chunikhel, Kathmandu,
19000000,1026.75,20,,3.5,,,Kapan, Kathmandu,
29900000,1060.975,13,,2.5,6,5,Budhanilkantha, Kathmandu,
23500000,1060.975,13,,2.5,5,4,Kalanki, Kathmandu,
29500000,1060.975,13,,3,6,5,Mandikhatar, Kathmandu,
29500000,1060.975,13,,2.5,6,5,Mandikhatar, Kathmandu,
17800000,1060.975,9,,1.5,,,Bhangal , Kathmandu,
26000000,1060.975,13,,2.5,5,4,Imadol, Lalitpur,
28500000,1060.975,13,,3.5,,,Aakasedhara, Kathmandu,
20000000,1060.975,20,,2,,,Nil Barahi Mandir, Bhaktapur,
24000000,1060.975,13,,2.5,5,3,Bafal, Kathmandu,
24000000,1060.975,13,,2.5,,,Kapan, Kathmandu,
15500000,1060.975,14,,1,,,Budhanilkantha, Kathmandu,
44000000,1060.975,16,,4.5,6,,Shankhamul, Kathmandu,
43500000,1060.975,14,,3.5,7,,Buddhanagar, Kathmandu,
24500000,1060.975,13,,2.5,,,Imadol, Lalitpur,
10500000,1060.975,13,,2.5,,,Machhegaun , Kathmandu,
18500000,1060.975,13,,2.5,,,Bhangal , Kathmandu,
20000000,1060.975,13,,2.5,,,Sundarbasti, Kathmandu,
12800000,1060.975,13,,1,3,1,Kapan, Kathmandu,
22000000,1060.975,16,,2.5,,,Baluwakhani, Kathmandu,
19700000,1060.975,13,,2.5,,,Sukedhara, Kathmandu,
19700000,1060.975,12,,3,,,Jyotinagar, Kathmandu,
16000000,1060.975,13,,2.5,5,2,Thankot, Kathmandu,
7800000,1060.975,10,,1,,,Jarankhu, Kathmandu,
15500000,1060.975,10,,2.5,,,Lolang, Kathmandu,
11500000,1060.975,13,,1,3,1,Thankot, Kathmandu,
20700000,1060.975,13,,2.5,5,,Imadol, Lalitpur,
21500000,1060.975,13,,2.5,4,4,Nakhipot, Lalitpur,
26500000,1095.2,13,,2.5,6,4,Dhalmal, Kathmandu,
34500000,1095.2,13,,2.5,6,3,Budhanilkantha, Kathmandu,
40000000,1095.2,11,,2.5,4,6,Nagarjun, Kathmandu,
29500000,1095.2,13,,2.5,6,5,Kapan, Kathmandu,
28800000,1095.2,10,,2.5,,,Budhanilkantha, Kathmandu,
65000000,1095.2,15,,3.5,,,Panipokhari, Kathmandu,
29500000,1095.2,11,,2.5,,,Bhangal , Kathmandu,
27500000,1095.2,13,,2.5,4,,Imadol, Lalitpur,
31000000,1095.2,20,,3.5,,,Kageshwari Manohara, Kathmandu,
14000000,1095.2,20,,1,,,Gothatar, Kathmandu,
36500000,1095.2,20,,2.5,5,4,Bhaisepati, Lalitpur,
19500000,1095.2,13,,2.5,,,Thankot, Kathmandu,
18500000,1095.2,10,,2.5,8,,Chandragiri, Kathmandu,
45000000,1095.2,12,,5.5,,15,Sorhakhutte, Kathmandu,
21500000,1095.2,12,,3,4,3,Pasikot, Kathmandu,
18500000,1095.2,13,,1,4,,Budhanilkantha, Kathmandu,
33500000,1095.2,13,,2.5,6,2,Budhanilkantha, Kathmandu,
8500000,1095.2,16,,2,,,Tarkeshwor, Kathmandu,
24500000,1095.2,15,,2.5,,,Sundarbasti, Kathmandu,
30000000,1095.2,12,,3.5,,,Naya Basti, Kathmandu,
33000000,1095.2,20,,2.5,4,4,Nagdaha, Lalitpur,
17000000,1095.2,13,,1,2,1,Baluwakhani, Kathmandu,
24900000,1095.2,13,,2.5,,,Sundarbasti, Kathmandu,
22500000,1095.2,13,,2.5,,,Kapan, Kathmandu,
29500000,1095.2,13,,2.5,6,,Budhanilkantha, Kathmandu,
21500000,1095.2,12,,3,4,3,Pasikot, Kathmandu,
25500000,1095.2,12,,3,,,Sundarbasti, Kathmandu,
22200000,1095.2,13,,2.5,,,Mandikhatar, Kathmandu,
27500000,1095.2,32,,2.5,,,Mandikhatar, Kathmandu,
62800000,1095.2,12,,5.5,,,Anamnagar, Kathmandu,
18500000,1095.2,13,,2.5,,,Satungal, Kathmandu,
21000000,1095.2,13,,2.5,,,Bhangal , Kathmandu,
21000000,1095.2,20,,2.5,,,Bhangal , Kathmandu,
13500000,1095.2,13,,1,2,1,Bhangal , Kathmandu,
24500000,1095.2,13,,2.5,4,5,Bhaisepati, Lalitpur,
13500000,1095.2,13,,2.5,,,Thankot, Kathmandu,
19500000,1095.2,14,,2.5,,,Lubhu, Lalitpur,
23500000,1095.2,15,,2.5,,,Baluwakhani, Kathmandu,
23000000,1095.2,15,,2.5,3,4,Manabahadur Marga, Kathmandu,
17500000,1095.2,15,,2.5,6,2,Makalbari, Kathmandu,
19500000,1095.2,14,,2.5,,,Lubhu, Lalitpur,
22000000,1095.2,15,,2.5,,,Bhangal , Kathmandu,
23500000,1095.2,13,,2.5,,,Jyotinagar, Kathmandu,
25000000,1095.2,20,,2.5,4,4,Bhaisepati, Lalitpur,
27000000,1095.2,13,,2.5,,,Mandikhatar, Kathmandu,
24500000,1095.2,20,,2.5,4,5,Bhaisepati, Lalitpur,
16500000,1095.2,13,,1,2,1,Sundarbasti, Kathmandu,
13000000,1095.2,13,,1,2,1,Basantanagar, Kathmandu,
21500000,1095.2,16,,2.5,,,Nikhileshwor, Kathmandu,
11500000,1095.2,10,,2,2,2,Bageshwori, Bhaktapur,
13000000,1095.2,14,,1,,,Bhangal , Kathmandu,
24000000,1095.2,16,,,,,Thulobharyang, Kathmandu,
23000000,1095.2,14,,2.5,,,Mandikhatar, Kathmandu,
11500000,1095.2,15,,1.5,2,1,Mahadevsthan, Kathmandu,
12000000,1095.2,16,,1.5,,,Thankot, Kathmandu,
24500000,1095.2,12,,2.5,,,Grande Hospital, Kathmandu,
22500000,1095.2,13,,3.5,6,4,Manamaiju, Kathmandu,
9800000,1095.2,13,,1,,,Thankot, Kathmandu,
12000000,1095.2,13,,,,,Thankot, Kathmandu,
14000000,1095.2,13,,2.5,,,Thankot, Kathmandu,
16000000,1129.425,15,,2.5,,,Chardhara, Kathmandu,
26500000,1129.425,13,,2.5,7,5,Kapan, Kathmandu,
26000000,1129.425,11,,3,,,Kalanki, Kathmandu,
29000000,1129.425,13,,2.5,,,Bhangal , Kathmandu,
38000000,1129.425,14,,2.5,4,5,Bhaisepati, Lalitpur,
35000000,1129.425,22,,2.5,5,4,Bhaisepati, Lalitpur,
29500000,1129.425,13,,2.5,,,Bhangal , Kathmandu,
35000000,1129.425,22,,2.5,5,4,Bhaisepati, Lalitpur,
36500000,1129.425,20,,3.5,,,Imadol, Lalitpur,
33000000,1129.425,22,,2.5,,,Kapan, Kathmandu,
16000000,1129.425,13,,2.5,,,Thankot, Kathmandu,
25000000,1129.425,20,,2.5,,,Balkot, Bhaktapur,
17000000,1129.425,13,,3.5,,,Baluwakhani, Kathmandu,
15500000,1197.875,10,,2.5,4,2,Thali, Kathmandu,
26000000,1197.875,0,,2.5,,,High Vision Colony, Kathmandu,
22500000,1197.875,13,,2.5,,,Jyotinagar, Kathmandu,
20300000,1197.875,0,,,,,Bafal, Kathmandu,
