Address,Bedroom,Bathroom,Floors,Face,Road,City,Land,Price
Pepsicola,3,2,6,North West,20,Kathmandu,1336,11000000
Putalisadak,0,0,5,West,14,Kathmandu,855.625,50000000
Putalisadak,0,0,5,West,30,Kathmandu,1219.265625,120000000
Putalisadak,0,0,5,East,12,Kathmandu,3080.25,75000000
Putalisadak,0,0,,West,15,Kathmandu,700,1800000
Ramkot,0,0,,West,13,Kathmandu,1197.875,16500000
Ramkot,4,2,,North East,20,Kathmandu,1711.25,17500000
Ramkot,4,2,2,North East,0,Kathmandu,1369,15500000
Ramkot,7,3,3,East,0,Kathmandu,1197.875,17500000
Ramkot,4,3,3,East,20,Kathmandu,1326.21875,19000000
Raniban,5,5,3,South,13,Kathmandu,1711.25,47500000
Raniban,3,3,2,West,13,Kathmandu,1026.75,30000000
Raniban,0,0,3,West,18,Kathmandu,1369,28500000
Raniban,0,0,2,West,18,Kathmandu,10952,112000000
Raniban,5,3,2.5,West,10,Kathmandu,1540.125,23500000
Raniban,7,3,3,East,14,Kathmandu,2053.5,33500000
Raniban,0,0,,West,20,Kathmandu,10609.75,120000000
Ranibari,9,4,3,South East,8,Kathmandu,7101.6875,22000000
Ranibari,0,0,3,South,12,Kathmandu,1454.5625,36000000
Ranibari,0,0,,South,20,Kathmandu,11636.5,220000000
Ranibari,3,1,1,East,20,Kathmandu,2738,44000000
Ranibari,2,1,,East,15,Kathmandu,800,20000
Ratopul,0,0,4,East,18,Kathmandu,2053.5,39500000
Ratopul,0,0,5,South,15,Kathmandu,2738,350000
Ravi Bhawan,11,4,4,East,14,Kathmandu,18567.0625,167000000
Ravi Bhawan,0,0,3,East,13,Kathmandu,4107,60000000
Ravi Bhawan,0,0,3,East,13,Kathmandu,4107,60000000
Samakhusi,9,4,,West,20,Kathmandu,5476,160000000
Samakhusi,0,4,4,North,10,Kathmandu,1048.140625,25000000
Samakhusi,4,4,3,East,13,Kathmandu,1026.75,34500000
Samakhusi,5,5,,West,16,Kathmandu,11636.5,142500000
Samakhusi,7,7,3,North,20,Kathmandu,2395.75,55000000
Samakhusi,6,6,3,East,15,Kathmandu,1369,32000000
Samakhusi,0,0,,South East,15,Kathmandu,11636.5,190000000
Samakhusi,0,0,,North,20,Kathmandu,2053.5,7500000
Samakhusi,31,4,5,East,20,Kathmandu,2053.5,90000000
Samakhusi,12,4,4,East,20,Kathmandu,5476,140000000
Samakhusi,5,6,3,East,20,Kathmandu,4449.25,85000000
Samakhusi,12,8,4,East,13,Kathmandu,3764.75,61000000
Samakhusi,5,6,3,South,14,Kathmandu,2395.75,55000000
Samakhusi,6,5,3,North West,13,Kathmandu,1454.5625,23000000
Samakhusi,6,6,3,East,13,Kathmandu,7443.9375,37500000
Samakhusi,6,5,3,East,13,Kathmandu,7786.1875,35000000
Samakhusi,5,6,3,East,15,Kathmandu,1369,44000000
Samakhusi,11,0,4,North,13,Kathmandu,1711.25,30000000
Samakhusi,9,4,3,South,13,Kathmandu,1026.75,22500000
Samakhusi,6,3,3,West,13,Kathmandu,1369,27500000
Samakhusi,0,0,3,East,13,Kathmandu,8,55000000
Samakhusi,5,2,3,North,0,Kathmandu,1133.703125,25500000
Samakhusi,0,3,2,East,16,Kathmandu,1026.75,24500000
Samakhusi,0,0,,East,0,Kathmandu,1369,750000
Samakhusi,5,4,2,South East,14,Kathmandu,2395.75,55000000
Samakhusi,0,0,3,South East,13,Kathmandu,1711.25,60000
Samakhusi,6,3,2,East,15,Kathmandu,1711.25,35000000
Samakhusi,9,4,3,South,13,Kathmandu,1026.75,22500000
Samakhusi,4,0,,West,13,Kathmandu,900,22000
Samakhusi,2,1,1,South,10,Kathmandu,727.28125,1.30E+14
Samakhusi,0,0,,East,0,Kathmandu,250,550000
Samakhusi,0,0,,South,0,Kathmandu,1000,650000
Samakhusi,0,0,,East,20,Kathmandu,165,500000
Samakhusi,5,4,3,South,16,Kathmandu,855.625,20500000
Sankhamul,7,3,2.5,West,12,Kathmandu,1240.65625,35000000
Sankhamul,0,0,,North West,0,Kathmandu,342.25,760000
Sankhamul,0,0,,East,12,Kathmandu,871.8,30000
Sankhamul,0,0,,East,0,Kathmandu,800,19500
Sankhamul,0,0,,North,0,Kathmandu,300,2500000
Sankhu,0,0,,East,32,Kathmandu,1026.75,4800000
Sano Bharyang,5,3,3,South East,13,Kathmandu,2053.5,50000000
Sano Bharyang,0,0,2,East,12,Kathmandu,1369,25000000
Sano Bharyang,6,5,,East,16,Kathmandu,1133.703125,215
Sano Bharyang,5,5,3,East,13,Kathmandu,1026.75,235000000
Sano Bharyang,5,3,3,East,15,Kathmandu,1026.75,23500000
Sano Bharyang,7,2,,West,16,Kathmandu,855.625,17000000
Sano Bharyang,9,5,,West,13,Kathmandu,2909.125,85000000
Sano Bharyang,8,2,2,East,14,Kathmandu,1796.8125,22000000
Sano Bharyang,4,3,,South East,14,Kathmandu,1197.875,29000000
Sano Bharyang,7,3,3,West,16,Kathmandu,1454.5625,36000000
Sano Bharyang,0,0,,East,16,Kathmandu,1882.375,35000000
Sano Bharyang,7,4,2.5,East,13,Kathmandu,1454.5625,295000000
Sano Bharyang,7,2,2,North,16,Kathmandu,1347.609375,31500000
Sano Bharyang,6,4,2.5,West,13,Kathmandu,1197.875,23000000
Sano Bharyang,5,3,3,East,14,Kathmandu,1112.3125,23000000
Sano Bharyang,6,5,3,East,14,Kathmandu,1112.3125,22500000
Sano Bharyang,0,0,2.5,North,13,Kathmandu,1711.25,40000000
Sano Bharyang,5,3,3,East,14,Kathmandu,1112.3125,22500000
Sano Bharyang,0,0,2.5,North,13,Kathmandu,1711.25,40000000
Sano Bharyang,3,2,,West,0,Kathmandu,1369,50000
Sano Bharyang,4,4,3,South East,14,Kathmandu,3422.5,150000
Satungal,0,0,,West,0,Kathmandu,1197.875,18900000
Satungal,5,4,2.5,East,13,Kathmandu,1240.65625,18000000
Satungal,0,0,,West,29,Kathmandu,1818.203125,42500000
Satungal,28,0,5,East,29,Kathmandu,1818.203125,42500000
Satungal,11,9,3,North,13,Kathmandu,1711.25,26000000
Satungal,4,0,,South,15,Kathmandu,1369,9500000
Shantinagar,0,0,3.5,East,14,Kathmandu,1197.875,45000000
Shantinagar,0,0,,East,0,Kathmandu,2053.5,39000000
Shantinagar,11,0,3.5,West,20,Kathmandu,1369,37500000
Shantinagar,7,3,3,West,13,Kathmandu,2652.4375,43500000
Shantinagar,5,3,2.5,West,15,Kathmandu,1711.25,33000000
Shantinagar,6,0,3,North,10,Kathmandu,2224.625,42500000
Shantinagar,7,3,3,West,13,Kathmandu,2652.4375,43500000
Shantinagar,4,3,3,East,20,Kathmandu,3251.375,70000000
Shantinagar,6,0,3,North,10,Kathmandu,2224.625,42500000
Sinamangal,7,5,3,East,13,Kathmandu,2053.5,55100000
Sinamangal,4,3,3,South East,15,Kathmandu,2738,200000
Sinamangal,0,0,,South East,0,Kathmandu,5476,150000
Sitapaila,4,4,2,South West,18,Kathmandu,3657.796875,73100000
Sitapaila,3,4,3.5,North,20,Kathmandu,2203.234375,53600000
Sitapaila,4,5,,South,22,Kathmandu,2566.875,62500000
Sitapaila,0,3,,North,13,Kathmandu,1369,25000000
Sitapaila,6,4,3,East,12,Kathmandu,1369,35500000
Sitapaila,7,3,2,East,13,Kathmandu,1240.65625,23500000
Sitapaila,0,3,3,South,13,Kathmandu,1112.3125,15500000
Sitapaila,3,3,2,South,10,Kathmandu,1347.609375,18500000
Sitapaila,0,0,,West,3,Kathmandu,1369,10500000
Sitapaila,0,0,,East,13,Kathmandu,1369,17500000
Sitapaila,0,0,,South,0,Kathmandu,1197.875,27000000
Sitapaila,0,0,3.5,East,18,Kathmandu,1369,37500000
Sitapaila,0,0,,West,0,Kathmandu,1283.4375,21500000
Sitapaila,4,4,,East,12,Kathmandu,1026.75,20300000
Sitapaila,5,4,,North,13,Kathmandu,1540.125,27000000
Sitapaila,5,2,2,South,13,Kathmandu,1197.875,21000000
Sitapaila,8,5,3,West,14,Kathmandu,85.5625,26000000
Sitapaila,4,4,,West,15,Kathmandu,1711.25,29000000
Sitapaila,6,4,2,North West,11,Kathmandu,1369,30000000
Sitapaila,6,4,3,East,10,Kathmandu,2053.5,29000000
Sitapaila,6,6,3,East,13,Kathmandu,1369,25500000
Sitapaila,4,4,2.5,East,13,Kathmandu,1369,24000000
Sitapaila,4,4,2.5,East,13,Kathmandu,1283.4375,20500000
Sitapaila,6,5,2.5,East,14,Kathmandu,1369,21000000
Sitapaila,4,4,,South,15,Kathmandu,1369,20500000
Sitapaila,4,4,3,North,13,Kathmandu,1112.3125,18000000
Sitapaila,3,4,3,East,14,Kathmandu,1026.75,22000000
Sitapaila,0,0,,West,20,Kathmandu,1711.25,20500000
Sitapaila,4,3,3,South East,20,Kathmandu,2395.75,29500000
Sitapaila,4,4,3,North,0,Kathmandu,1112.3125,17000000
Sitapaila,11,0,3,West,20,Kathmandu,3.1,15000000
Sitapaila,5,4,3,East,13,Kathmandu,1475.953125,25500000
Sitapaila,4,4,2.5,East,13,Kathmandu,1369,24000000
Sitapaila,4,3,3,South East,22,Kathmandu,1500,40000
Sitapaila,8,5,3,West,14,Kathmandu,1369,24000000
Sitapaila,3,3,,East,0,Kathmandu,2053.5,65000
Sitapaila,6,5,2.5,East,14,Kathmandu,1369,21000000
Sitapaila,4,4,3,South,15,Kathmandu,5,60000
Sitapaila,4,2,2,North East,13,Kathmandu,1112.3125,12000000
Soltimode,3,2,,East,0,Kathmandu,3422.5,40000
Soltimode,0,3,2,West,16,Kathmandu,2395.75,225000
Sorakhutte,0,0,6,East,20,Kathmandu,3764.75,71500000
Sorakhutte,0,2,4.5,North,65.62,Kathmandu,850,60000
Sukedhara,4,3,,East,16,Kathmandu,2395.75,70000000
Sukedhara,2,1,1,West,13,Kathmandu,0,19500000
Sukedhara,0,0,,East,0,Kathmandu,1454.5625,27000000
Sukedhara,0,0,,West,13,Kathmandu,1369,19500000
Sukedhara,10,3,4,South,25,Kathmandu,1112.3125,28000000
Sukedhara,0,0,,East,12,Kathmandu,1262.046875,23500000
Sukedhara,5,5,3,East,14,Kathmandu,2053.5,42000000
Sukedhara,0,0,,West,13,Kathmandu,7786.1875,42500000
Sukedhara,5,4,3,East,0,Kathmandu,1647.078125,26000000
Sukedhara,6,4,2.5,South East,12,Kathmandu,1369,32500000
Sukedhara,6,5,3,East,15,Kathmandu,1454.5625,30000000
Sukedhara,6,6,3,East,20,Kathmandu,2053.5,45000000
Sukedhara,8,7,4,South East,20,Kathmandu,2053.5,42000000
Sukedhara,18,6,,South,13,Kathmandu,2053.5,47000000
Sukedhara,11,0,,North,13,Kathmandu,1711.25,29800000
Sukedhara,0,0,2.5,North,20,Kathmandu,1369,42000000
Sukedhara,6,3,2,North,14,Kathmandu,1026.75,21000000
Sukedhara,9,4,4,East,12,Kathmandu,2310.1875,34500000
Sukedhara,3,2,2,South West,24,Kathmandu,1112.3125,19000000
Sukedhara,0,0,3,West,20,Kathmandu,5347.65625,88000000
Sukedhara,5,3,2,East,12,Kathmandu,1711.25,42500000
Sukedhara,0,4,2,East,15,Kathmandu,6074.9375,95000000
Sukedhara,4,4,2,East,18,Kathmandu,0,32500000
Sukedhara,2,3,,East,15,Kathmandu,0,35000000
Sukedhara,18,6,,South,13,Kathmandu,2053.5,47000000
Sukedhara,11,0,,North,13,Kathmandu,1711.25,29800000
Sukedhara,3,2,2,South West,24,Kathmandu,1112.3125,19000000
Sukedhara,0,0,,North,0,Kathmandu,500,9000
Sukedhara,4,4,3,South,12,Kathmandu,4107,110000
Sunderbasti,5,4,2,East,14,Kathmandu,1967.9375,31500000
Sunderbasti,6,5,3,East,12,Kathmandu,1796.8125,26500000
Sunderbasti,6,4,3,South East,13,Kathmandu,1775.421875,27500000
Sunderbasti,5,3,3,East,13,Kathmandu,1197.875,19500000
Sunderbasti,6,4,3,South East,13,Kathmandu,1775.421875,27500000
Sundhara,0,0,,North,20,Kathmandu,500,2000000
Swayambhu,5,3,2,South,13,Kathmandu,2053.5,50000000
Swayambhu,0,0,,East,0,Kathmandu,2738,49800000
Swayambhu,12,5,,East,15,Kathmandu,1711.25,47500000
Swayambhu,9,4,3,East,0,Kathmandu,2395.75,35000000
Swayambhu,6,5,3,East,13,Kathmandu,1026.75,23500000
Swayambhu,5,5,3,East,14,Kathmandu,2395.75,39000000
Swayambhu,5,3,3,North East,13,Kathmandu,1112.3125,20600000
Swayambhu,17,10,,East,15,Kathmandu,2823.5625,41000000
Swayambhu,4,2,2,South,18,Kathmandu,1112.3125,21000000
Swayambhu,4,2,,South,16,Kathmandu,2053.5,13000000
Swayambhu,8,5,3,South,12,Kathmandu,1860.984375,37000000
Swayambhu,6,3,3,South,12,Kathmandu,1369,34000000
Swayambhu,3,2,3,East,0,Kathmandu,3422.5,35000
Swayambhu,0,3,2,East,16,Kathmandu,1026.75,23500000
Swayambhu,0,0,,West,15,Kathmandu,400,1300000
Swayambhu,0,0,,East,0,Kathmandu,3080.25,27000000
Swayambhu,3,3,,East,0,Kathmandu,1500,20000000
Swayambhu,2,2,4,South East,15,Kathmandu,1200,150000
Syuchatar,7,0,,North,13,Kathmandu,7786.1875,26500000
Syuchatar,5,4,3,South,13,Kathmandu,1026.75,24800000
Syuchatar,6,3,,East,13,Kathmandu,1026.75,22500000
Syuchatar,0,0,,East,0,Kathmandu,1689.859375,19500000
Syuchatar,4,2,2,North East,14,Kathmandu,406.421875,22000000
Syuchatar,5,4,2,West,16,Kathmandu,1454.5625,21000000
Syuchatar,7,5,3,North East,13,Kathmandu,1369,25000000
Syuchatar,7,4,2,East,13,Kathmandu,1369,24500000
Syuchatar,6,4,3,North East,13,Kathmandu,1283.4375,22400000
Syuchatar,4,2,2,West,0,Kathmandu,1925.15625,25500000
Syuchatar,4,2,1.5,South,18,Kathmandu,1625.6875,16500000
Syuchatar,0,0,2,South East,14,Kathmandu,1048.140625,16500000
Syuchatar,5,3,,South West,10,Kathmandu,2224.625,22000000
Syuchatar,0,0,2,South East,14,Kathmandu,1048.140625,16500000
Tahachal,7,8,2,North,15,Kathmandu,1882.375,55000000
Tahachal,10,7,,East,12,Kathmandu,2395.75,50000000
Tahachal,0,0,,South,22,Kathmandu,2139.0625,41000000
Tahachal,3,4,,North,0,Kathmandu,1454.5625,27000000
Tahachal,0,0,2.5,West,20,Kathmandu,2139.0625,40000000
Tahachal,3,4,,North,0,Kathmandu,1454.5625,27000000
Tarakeshwar,2,1,1,North East,13,Kathmandu,1369,11500000
Tarakeshwar,1,1,1,North West,10,Kathmandu,919.796875,12000000
Tarkeshwor,5,2,2,East,10,Kathmandu,1026.75,17000000
Tarkeshwor,6,3,,South,10,Kathmandu,1497.34375,18500000
Tarkeshwor,6,4,3,North West,13,Kathmandu,1197.875,36000000
Tarkeshwor,5,4,3,East,12,Kathmandu,1561.515625,25000000
Tarkeshwor,0,0,,East,0,Kathmandu,855.625,11500000
Tarkeshwor,0,0,2.5,East,13,Kathmandu,1711.25,35000000
Tarkeshwor,4,3,3,South,26,Kathmandu,1454.5625,180
Tarkeshwor,2,1,1,West,0,Kathmandu,1112.3125,13000000
Tarkeshwor,0,2,3,South,20,Kathmandu,1112.3125,17000000
Tarkeshwor,0,0,,East,10,Kathmandu,1026.75,17000000
Tarkeshwor,4,0,,South,10,Kathmandu,1112.3125,8500000
Tarkeshwor,7,3,,West,10,Kathmandu,1369,8000000
Tarkeshwor,0,0,,East,12,Kathmandu,1369,28000000
Tarkeshwor,0,6,3,East,22,Kathmandu,2053.5,110000
Tarkeshwor,4,0,,South,10,Kathmandu,1112.3125,8500000
Tathali,0,0,1,North,13,Kathmandu,1026.75,13800000
Tathali,0,0,1,North,13,Kathmandu,1026.75,4600000
Teku,0,0,,North,13,Kathmandu,3764.75,176000000
Teku,0,0,3,South,20,Kathmandu,5476,70000000
Teku,0,0,,East,0,Kathmandu,1369,25000
Thali,0,0,,West,0,Kathmandu,1369,13000000
Thali,0,0,,West,12,Kathmandu,1026.75,15500000
Thali,0,0,,East,0,Kathmandu,1240.65625,11000000
Thali,0,0,,South East,0,Kathmandu,1133.703125,15500000
Thali,2,1,1,North East,18,Kathmandu,1369,15000000
Thali,0,0,,West,10,Kathmandu,1026.75,11000000
Thali,0,0,,West,10,Kathmandu,1026.75,11000000
Thamel,6,5,3,East,0,Kathmandu,1369,26000000
Thamel,0,3,7,East,20,Kathmandu,748.671875,89500000
Thamel,0,0,,West,20,Kathmandu,770.0625,55000000
Thamel,0,0,7,North West,0,Kathmandu,53.67,95000000
Thamel,23,16,7,West,12,Kathmandu,1454.5625,65000000
Thamel,43,20,,East,0,Kathmandu,10952,1800000
Thamel,12,0,3,North West,15,Kathmandu,1026.75,120000
Thamel,11,8,6,East,12,Kathmandu,2738,400000
Thamel,0,0,,West,15,Kathmandu,1000,1700000
Thamel,0,0,,North,15,Kathmandu,600,3000000
Thamel,0,0,,South East,0,Kathmandu,200,2500000
Thamel,2,1,,South,0,Kathmandu,1200,60000
Thamel,0,0,3,East,20,Kathmandu,9856.8,100
Thamel,23,16,7,West,12,Kathmandu,1454.5625,65000000
Thankot,4,3,3,East,20,Kathmandu,1711.25,27600000
Thankot,0,0,,East,0,Kathmandu,1369,22000000
Thankot,4,1,,East,11,Kathmandu,1369,15500000
Thankot,0,0,,East,0,Kathmandu,1197.875,25000000
Thankot,0,0,,West,15,Kathmandu,855.625,7000000
Thankot,6,2,3,West,23,Kathmandu,1026.75,13000000
Thankot,0,0,,East,13,Kathmandu,1197.875,11500000
Thankot,5,4,4,East,12,Kathmandu,1711.25,33000000
Thankot,4,4,,South,13,Kathmandu,2053.5,18500000
Thankot,10,3,2,East,3,Kathmandu,1369,11000000
Thankot,2,1,3,South,7,Kathmandu,2053.5,16000
Thankot,5,2,3,South,16,Kathmandu,1369,17500000
Thapagaun,7,4,3,North,20,Kathmandu,1347.609375,36000000
Thapagaun,0,0,,South,12,Kathmandu,1540.125,49000000
Thapagaun,0,0,,South,12,Kathmandu,1540.125,49000000
Thapathali,5,2,2,East,14,Kathmandu,1689.859375,40100000
Thapathali,0,1,1,East,12,Kathmandu,900,290000
Thapathali,6,3,3,East,10,Kathmandu,2181.84375,9000000
Thapathali,8,2,,South East,13,Kathmandu,8214,165000
Thulo Bharyang,5,4,3,South,13,Kathmandu,1197.875,32500000
Thulo Bharyang,4,32,2,East,13,Kathmandu,1026.75,28000000
Thulo Bharyang,0,0,,West,11,Kathmandu,1369,28000000
Thulo Bharyang,0,0,,East,12,Kathmandu,1005.359375,15500000
Thulo Bharyang,3,3,8,East,12,Kathmandu,1197.875,25500000
Thulo Bharyang,5,5,3,East,15,Kathmandu,2395.75,39000000
Thulo Bharyang,9,6,5.5,North,20,Kathmandu,4962.625,155000000
Thulo Bharyang,3,4,3,South West,13,Kathmandu,7101.6875,23700000
Thulo Bharyang,5,2,3,West,12,Kathmandu,1454.5625,22700000
Thulo Bharyang,3,4,2,North West,20,Kathmandu,4192.5625,70000000
Thulo Bharyang,8,4,5,North,13,Kathmandu,,25000000
Thulo Bharyang,9,6,5.5,North,20,Kathmandu,4962.625,155000000
Thulo Bharyang,3,4,2,North West,20,Kathmandu,4192.5625,70000000
Tinkune,0,0,,South,20,Kathmandu,1796.8125,350
Tinkune,6,3,2,East,14,Kathmandu,3422.5,60000000
Tinkune,4,3,2,East,11,Kathmandu,8128.4375,32500000
Tinkune,0,0,,North,22,Kathmandu,1540.125,37500000
Tinkune,0,0,,North,0,Kathmandu,1000,25000
Tinkune,0,0,,North,22,Kathmandu,1540.125,37500000
Tinkune,14,6,,North East,20,Kathmandu,4449.25,270000
Tinthana,5,3,2.5,East,13,Kathmandu,1026.75,16000000
Tinthana,5,3,2.5,East,13,Kathmandu,1026.75,16000000
Tokha,0,0,3,East,13,Kathmandu,2139.0625,35000000
Tokha,5,7,3,North West,18,Kathmandu,2951.90625,70000000
Tokha,5,4,3,South East,20,Kathmandu,1411.78125,41000000
Tokha,6,4,3,East,13,Kathmandu,1369,37500000
Tokha,0,3,,West,14,Kathmandu,1369,23000000
Tokha,3,4,3,South West,13,Kathmandu,1112.3125,26000000
Tokha,0,0,,South,20,Kathmandu,1369,19000000
Tokha,0,0,,West,22,Kathmandu,1369,26000000
Tokha,4,4,3,East,20,Kathmandu,7786.1875,35000000
Tokha,7,6,3,East,15,Kathmandu,1283.4375,23500000
Tokha,3,3,6,North East,0,Kathmandu,1380,17500000
Tokha,7,6,3,West,18,Kathmandu,1882.375,25000000
Tokha,9,6,4,East,13,Kathmandu,3080.25,40000000
Tokha,10,5,4,South East,26,Kathmandu,1369,41000000
Tokha,5,5,3,East,13,Kathmandu,1112.3125,22000000
Tokha,6,5,3,North,14,Kathmandu,1711.25,30000000
Tokha,6,6,3,East,13,Kathmandu,1026.75,21000000
Tokha,6,6,3,South East,14,Kathmandu,1369,33500000
Tokha,6,5,3,South,13,Kathmandu,1369,29000000
Tokha,4,3,2,East,12,Kathmandu,1625.6875,19000000
Tokha,6,5,3,East,13,Kathmandu,1369,23000000
Tokha,7,3,3,South East,10,Kathmandu,1540.125,24500000
Tokha,5,6,3,South,12,Kathmandu,1112.3125,17800000
Tokha,5,3,3,South,26,Kathmandu,1369,27500000
Tokha,6,0,,North,12,Kathmandu,1369,14000000
Tokha,4,2,2,West,13,Kathmandu,1112.3125,14200000
Tokha,6,4,3,West,15,Kathmandu,2823.5625,53000000
Tokha,0,0,3,East,13,Kathmandu,3080.25,60000000
Tokha,2,1,,West,18,Kathmandu,2139.0625,20000
Tokha,3,2,4,North,0,Kathmandu,1514,80000
Tokha,4,3,2,East,12,Kathmandu,0,25000000
Tokha,0,4,2,East,16,Kathmandu,0,38500000
Tokha,4,3,2,East,13,Kathmandu,1369,29500000
Tokha,5,0,,East,13,Kathmandu,1369,26300000
Tokha,4,3,,East,12,Kathmandu,1026.75,16000000
Tokha,0,0,3,East,12,Kathmandu,1369,26000000
Tokha,4,2,0,East,13,Kathmandu,1454.5625,13200000
Tokha,7,3,3,South East,10,Kathmandu,1540.125,24500000
Tokha,5,3,3,South,26,Kathmandu,1369,27500000
Tokha,6,0,,North,12,Kathmandu,1369,14000000
Tripureshwor,0,0,5,North,20,Kathmandu,2738,1000000
Tripureshwor,0,1,,North West,36,Kathmandu,1450,20000
Tripureshwor,3,4,4,South East,13,Kathmandu,3000,25000000
Baghdol,4,4,2,West,20,Lalitpur,1262.046875,19500000
Baghdol,2,1,1,East,0,Lalitpur,3764.75,39000000
Baghdol,2,1,,South West,10,Lalitpur,7529.5,50000
Baghdol,4,4,2,West,20,Lalitpur,1262.046875,19500000
Bakhundol,5,5,,North,0,Lalitpur,3764.75,280000
Bakhundol,5,4,2,South,13,Lalitpur,10952,270000
Bakhundol,5,0,,East,14,Lalitpur,1711.25,180000
Bakhundol,0,0,,South East,13,Lalitpur,2395.75,125000
Bakhundol,4,6,3,West,15,Lalitpur,2500,160000
Balkumari,0,2,2,North East,20,Lalitpur,2395.75,36000000
Balkumari,4,4,2,South,20,Lalitpur,3508.0625,47000000
Balkumari,3,2,9,East,20,Lalitpur,1259,50000
Balkumari,3,2,4,East,0,Lalitpur,1259,18000000
Bhaisepati,0,0,,East,0,Lalitpur,7529.5,187000000
Bhaisepati,0,0,,South,16,Lalitpur,4449.25,135000000
Bhaisepati,3,4,3,South,18,Lalitpur,1540.125,37500000
Bhaisepati,4,3,,North,20,Lalitpur,3508.0625,35800000
Bhaisepati,4,4,3,East,13,Lalitpur,1369,46500000
Bhaisepati,6,4,3,East,22,Lalitpur,6160.5,210000000
Bhaisepati,4,4,4,North East,20,Lalitpur,1197.875,37500000
Bhaisepati,4,4,3,East,20,Lalitpur,1197.875,35000000
Bhaisepati,4,4,3,East,13,Lalitpur,1197.875,38000000
Bhaisepati,6,7,3,East,13,Lalitpur,2909.125,150000000
Bhaisepati,4,4,2,South,13,Lalitpur,1882.375,53000000
Bhaisepati,4,3,3,West,13,Lalitpur,1283.4375,30000000
Bhaisepati,0,0,,South East,0,Lalitpur,4449.25,160000000
Bhaisepati,0,0,,East,0,Lalitpur,1711.25,40000000
Bhaisepati,0,0,2.5,East,13,Lalitpur,1540.125,31500000
Bhaisepati,4,4,2,East,13,Lalitpur,1133.703125,28500000
Bhaisepati,4,4,,West,20,Lalitpur,1240.65625,26000000
Bhaisepati,4,5,3,West,20,Lalitpur,1369,32500000
Bhaisepati,4,4,2.5,East,14,Lalitpur,1369,30000000
Bhaisepati,4,5,2.5,South,20,Lalitpur,1219.265625,24500000
Bhaisepati,4,3,3,South East,18,Lalitpur,1369,31000000
Bhaisepati,4,4,,South East,15,Lalitpur,1347.609375,24000000
Bhaisepati,6,4,3,North,13,Lalitpur,1369,25000000
Bhaisepati,5,3,2,East,20,Lalitpur,1475.953125,27500000
Bhaisepati,4,4,3,South,12,Lalitpur,1625.6875,31500000
Bhaisepati,8,6,4,North West,12,Lalitpur,2481.3125,37500000
Bhaisepati,5,4,3,South East,13,Lalitpur,1647.078125,28500000
Bhaisepati,5,4,,North,13,Lalitpur,1369,26000000
Bhaisepati,3,5,3,South West,18,Lalitpur,1540.125,28500000
Bhaisepati,4,5,3,East,15,Lalitpur,1900,19000000
Bhaisepati,3,2,,South,15,Lalitpur,1454.5625,29000000
Bhaisepati,3,2,5,East,40,Lalitpur,1200,16500000
Bhaisepati,4,4,3,South,12,Lalitpur,1625.6875,31500000
Bhaisepati,3,3,,East,0,Lalitpur,2139.0625,75000
Bhaisepati,4,4,,East,20,Lalitpur,1882.375,35200000
Bhaisepati,4,4,,West,20,Lalitpur,2053.5,37100000
Bhaisepati,4,4,2,North East,40,Lalitpur,1454.5625,28200000
Bhaisepati,4,4,,East,0,Lalitpur,1026.75,30000000
Bhaisepati,2,2,,East,0,Lalitpur,4791.5,25000
Bhaisepati,2,2,,East,0,Lalitpur,1711.25,60000
Bhaisepati,4,4,,East,0,Lalitpur,1796.8125,150000
Bhaisepati,4,4,,East,12,Lalitpur,1369,50000
Bhaisepati,5,4,3,South East,13,Lalitpur,1647.078125,28500000
Bhaisepati,5,4,,North,13,Lalitpur,1369,26000000
Bhaisepati,0,0,,West,15,Lalitpur,1000,16000
Bhaisepati,3,3,3,South East,18,Lalitpur,1369,100000
Bhaisepati,4,6,3,South,14,Lalitpur,5476,125000
Bhaisepati,4,3,3,East,13,Lalitpur,1711.25,100000
Bhaisepati,5,5,3,South West,13,Lalitpur,3422.5,70000000
Bhaisepati,4,4,3,South,16,Lalitpur,2909.125,39077000
Bhaisepati,5,2,,South West,13,Lalitpur,1197.875,55000
Bhaisepati,5,3,,West,20,Lalitpur,4192.5625,120000
Bhaisepati,2,2,1,West,24,Lalitpur,800,7500000
Bhaisepati,3,3,3,North,16,Lalitpur,1796.8125,60000
Bhaisepati,3,2,4,North West,28,Lalitpur,65712,13000000
Bhaisepati,3,2,4,North West,28,Lalitpur,65712,13000000
Chakupat,5,2,4,North,10,Lalitpur,684.5,14000000
Chakupat,5,3,3,South,13,Lalitpur,1625.6875,35000000
Chakupat,0,2,3,South,1,Lalitpur,342.25,8700000
Chapagaun,0,0,,East,0,Lalitpur,1369,8500000
Civil Homes,5,4,4,East,0,Lalitpur,1711.25,60000000
Civil Homes,2,2,,East,0,Lalitpur,1711.25,60000
Civil Homes,4,3,,East,0,Lalitpur,2053.5,65000
Civil Homes,3,2,3,West,18,Lalitpur,2053.5,29500000
Dhapakhel,6,3,3,East,13,Lalitpur,1711.25,28000000
Dhapakhel,0,0,2,South East,12,Lalitpur,1026.75,18000000
Dhapakhel,2,0,,East,13,Lalitpur,1026.75,13500000
Dhapakhel,0,0,,East,0,Lalitpur,1197.875,13000000
Dhapakhel,0,0,4,East,10,Lalitpur,1369,25600000
