price,Location,Floor,Bathroom,Bedroom,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Road Size,url,Land Mark
"रू. 2,85,00,000",Kathmandu > Dhungedhara (Banasthali),,,,4,,,https://hamrobazaar.com/for-sale-house/house-on-sale-at-grande-hospital-gjbhos-2953-in-kathmandu/191af31a9ba64bd4bb63ac0a00b04253,https://gharjaggabazar.com/sale/Grande-Hospital/6677/2/
"रू. 5,23,00,000","Ramkot (Nagarjun), Kathmandu",3.5,4,5,0-6-1-1.02,2950,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-49d-at-brihat-community-living-in-kathmandu/180c34ce3c444562823e55b22dd90519,Padma fuel center
"रू. 2,00,00,000",Kathmandu > Syuchatar (Kalanki),2.5,3,3,3,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/beautiful-flat-sys-house-at-syuchatar-ktm-in-kathmandu/d678dd35d64b4daf98d5f9b4c6538efe,Syuchatar
"रू. 2,65,00,000","Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",2.75,3,6,4,1279,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/74c22ec3d0904d88a2e8e5c8673bd837,
"रू. 5,00,00,000",Kathmandu > Baluwatar,2.5,4,4,5,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-near-ashirvad-school-baluwatar-in-kathmandu/6867ad8e5f62467c86cef7e85dd15105,Baluwatar pabitraworkshop
"रू. 2,50,00,000",Lalitpur > Imadol (Mahalaxmi),2.5,,,3.2,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/32-aana-imadol-just-25km-frm-gwarko-on-sale-in-lalitpur/38969d53f075419fb29c2535abc2f329,2.5 km gwarkho chowk Cksroshannepcks
"रू. 2,50,00,000","Balkot (Ananta), Bhaktapur",2.5,1,6,4,0,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-balkot-in-bhaktapur/c8077383b33e4e4faffb5bf9434d0b28,
"रू. 3,50,00,000","bhaisipati, Bhaisepati / Sainbu, Lalitpur",1,1,1,0-5-0-0,1200,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-bhaisepati-in-lalitpur/c1d9d6d549f74cfeb467eff10ec86d66,
"रू. 2,35,00,000","Shri Taudaha Rastriya Higher Secondary School, Dakchhinkali Road, Chobhar, Taudaha, Kirtipur Municipality, Kathmandu, Bagmati Pradesh, 13775, Nepal",2.5,3,5,4,1300,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/taudaha-house-for-sale-in-kathmandu/fe5cc2773c164f1ab4434ceec89e0712,Lake
"रू. 6,50,00,000","Geotech Electronics Industries, Baraha Marga, Dhumbarahi Pipal Bot, Dhumbarahi, Kathmandu Metropolitan Ward 4, Kathmandu, Bagmati Pradesh, 00975, Nepal",4,7,9,5.5,3200,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarahi-kathmandu-in-bara/5f53b9b08b64438c87c953041c77bd5c,Dhumbarahi Temple
"रू. 3,85,00,000","Dhapakhel, Lalitpur",2.5,4,6,6,2800sqf,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-dhapakhal-lalitpur-in-lalitpur/139902e6c029460095ea15bd349b09d6,
"रू. 4,75,00,000","Pepsicola (Kadaghari) ,",,,,4aana,,,https://hamrobazaar.com/for-sale-house/attractive-house-on-sale-at-pepsicola-in-nepal/e3a20d2f24ef48bd8e34842deb81ae10,
"रू. 5,00,00,000","All Core Kathmandu, Kathmandu",4,20,4,6,3000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/in-kathmandu/f7d23ffb2e074ea59fda8accea9cc9d3,
"रू. 3,15,00,000","आनन्द चोक,",3,5,6,4,2070,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kalanki-naikap-in-nepal/0dfca77d512641d6905bcd39ee9258f2,kalanki naya naikap near kalika temple and diamond school
"रू. 13,50,00,000","Dhalku Chok, Bhatbhateni, Kathmandu",2,4,5,12,12,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/12-aana-land-with-old-bonglow-on-sale-at-naxal-in-kathmandu/156b6464d2734cceaeda7970dd8b1300,
"रू. 5,00,00,000","Tallo Dip, Pokhara, Kaski",,,,,,,https://hamrobazaar.com/for-sale-house/commercial-house-for-sale-in-kaski/d72b748833664ad68d083ecda1d26307,
"रू. 3,00,00,000","Imadol (Mahalaxmi), Lalitpur",2,1,1,0-3-2-0,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-imadol-in-lalitpur/4a4a76945ba24d97a6966eb566fd41e7,
"रू. 6,00,00,000रू. 5,85,00,000","budanilkantha, Budhanilkantha, Kathmandu",3,2,4,0-8-1-0,1836,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-budhanilkantha-deuba-chowk-in-kathmandu/69c2ec67107c495e8fa73e5cf168301f,Deuba Chowk
"रू. 3,50,00,000","Kadaghari Old Sinamangal Sano Thimi, Pepsicola Area, Kathmandu",2.5,4,5,4.2,1439,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kadaghari-gjbhos-3357-in-kathmandu/c93046279e9545db84d7c87ffe9d4550,
"रू. 2,35,00,000","Nagarjun, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,3,2,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/nagarjun-house-on-sale-mobile-no9860106947-in-nepal/51670b38c3b74f45bcf91272f802ba5b,
"रू. 5,50,00,000","dumbarahi, Dhumbarahi, Kathmandu",2.5,7,8,5.2,3300,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhumbarahi-gjbhos-3306-in-bara/c0dd938887c7428daced2c3484ac3b7a,
"रू. 6,75,00,000","baneshwar old purano baneshwor, Mahadevsthan (Mid Baneshwor), Kathmandu",2.5,4,5,7,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-mid-baneshwor-in-kathmandu/6fbb3dfbfd924ccc8707a124391c0dc6,
"रू. 3,50,00,000","Jorpati (Gokarneshwar), Kathmandu",3.5,3,6,4.5,1300,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/this-house-is-available-for-urgent-sale-in-jorpati-in-kathmandu/edbbeaf316af4fe5ac07003b4700670d,
"रू. 1,75,00,000","Malepatan, Kaski (Pokhara)",1 n half,2,6,4.0 aana,20/20 haat,FiveToEightFeet,https://hamrobazaar.com/for-sale-house/house-sale-on-pokhara-in-kaski/8079082f6a86450ea5f91ed28bf3036d,Malepatan
"रू. 1,69,00,000","Lamatar (Mahalaxmi), Lalitpur",3,4,12,3,1,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lamatar-lalitpur-in-lalitpur/c98f007ad82346388ea56fd76aa51079,
"रू. 6,75,00,000","budanilkantha, Budhanilkantha, Kathmandu",,,,16,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/16ana-house-for-sale-at-budhanilkanth-near-duewa-in-kathmandu/124c7a22d47441c8b7e4e143ea3ed6b9,parking avaiable
"रू. 6,50,00,000","Little Buddhas Academy, Sasukhwat Marg, Tyangal, Damai Tol, Kathmandu",3,0,0,6,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/dallu-awas-ma-6-aana-ma-baneko-ghar-bikrima-in-kathmandu/01f39440de76484a9ce83171dca2e199,
"रू. 5,50,00,000",Kathmandu > Narayanthan (Budhanilkantha),,5,7,8ana,,,https://hamrobazaar.com/for-sale-house/bagaicha-housing-house-for-sale-in-kathmandu/0b70fdcd097044e2bc1ab29c1f8536ee,
"रू. 1,50,00,000","Tahachal Area , Chauni Kalimati Soaltee Mode Bafal Kimdol",3.5,2,,1.2,40.4,Less Than 5 Ft.,https://hamrobazaar.com/for-sale-house/house-at-sell-in-nepal/8b571aa7dd4d4ab5bc67a449d9bb5dc8,
"रू. 1,04,00,000","Bargachhi Chowk, Morang (Biratnagar)",1,2,2,10.5,900,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bargachi-budget-price-in-morang/03db2efdf2ef41a0bd25d393f9622791,"Ekaras Masala, Lord Buddha Niketan School"
"रू. 7,00,00,000","bhaisipati, Bhaisepati / Sainbu, Lalitpur",2.5,3,5,6.2,1381,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-bhaisepati-in-lalitpur/31f926932e854fdd834c67d2259b9376,
"रू. 9,75,00,000","Balkhu, Kathmandu",2.5,4,5,15,3500sqf,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-balkhu-in-kathmandu/a517e0c9193149ea80d0c5f30922bb39,
"रू. 2,50,00,000","nakkhudole, Nakhudole (Bhaisepati), Lalitpur",2.5,3,4,3anna,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-bhaisepati-in-lalitpur/8396268e298c4a95a4a7bc4eb90362bb,
"रू. 2,60,00,000","Kageshwori Manohara, Kathmandu, Bagmati Pradesh, 13958, Nepal",2.5,4,6,3.5,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-modern-house-in-kathmandu/22eb6e4bb6624fe7b6bddc90fce664c6,
"रू. 9,45,00,000","budanilkantha, Budhanilkantha, Kathmandu",3,5,7,17,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/luxurious-mansion-on-sale-at-budhanikantha-in-kathmandu/c5e1b29ee591418d81d429361db15df5,0
"रू. 1,80,00,000","भाल्टार, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,4,2,1600,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/under-construction-house-for-sell-at-18000000-in-nepal/91ff7aa1e9e84b8585bd40077a82e199,
"रू. 1,10,00,000","Basukinagar Marga, Nayabasti,",3,3,3,2,700,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/sasto-ma-ghar-in-nepal/c0b1909b4fdd488591039a598886d5ae,
"रू. 3,20,00,000",Kathmandu > Battisputali (Old Baneshwor),3,,,2-Apr,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/newly-built-house-on-urgent-sale-at-battisputali-in-kathmandu/16b73c1680e24f138f7c7ae3e38419b7,Baneshor Battisputali
"रू. 2,50,00,000","Tokha Chandeswori Lower Secondary School, जाल्पा चोक, टोखा चण्डेश्वरि, टोखा नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,4,4,1800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-tokha-housing-in-nepal/9a41005ac43d4b04a8d02ad9329db104,
"रू. 4,65,00,000","new baneshwor naya baneshwar, Shantinagar (New Baneshwor), Kathmandu",2.5,3,6,6,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-and-best-place-land-in-kathmandu/fa77270106b24036a15f9700958a5642,0
"रू. 7,50,00,000","Bhimsen Gola, Sinamangal, Kathmandu, Kathmandu Metropolitan City, Kathmandu",3,3,10,8,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/sinamangal-ma-8-aana-ma-baneko-ghar-bikrima-in-kathmandu/4d2fca4059d94599bf702b48660fb8cd,
"रू. 3,80,00,000","budanilkantha, Budhanilkantha, Kathmandu",2.5,5,5,5,190.74,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/6ana-house-for-sale-at-budhanilkantha-taulung-in-kathmandu/fba93971bd2844b08b22f08dd65ada9e,
"रू. 2,20,00,000",Imadol,3,3,5,3,1100,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/imadol-house-sale-in-nepal/2b3b5a21a74c45f1946047932c4e65ad,
"रू. 2,40,00,000","Surya Mukhi Cold Store, F89, Kathmandu",4,4,4,3,2900,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/pepsicola-house-for-sale-in-kathmandu/096a60a49c974be888b77d126e91d66d,
"रू. 2,40,00,000",Imadol,3,4,5,0,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tikathali-highway-najeek-in-nepal/c98038d84e0c4bb1bc05e345bac13923,
"रू. 3,00,00,000",Imadol,3,4,5,320,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/320c7cd87d904ca2b5edb3ca437d6aae,
"रू. 6,00,00,000","Budhanilkantha, Kathmandu",3,2,5,6,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/deubachowk-najikai-6-aana-ma-baneko-ghar-bikrima-in-kathmandu/59b99abdb86c445da0074bb2533efb4b,
"रू. 3,75,00,000","budanilkantha, Budhanilkantha, Kathmandu",2.5,3common 1attached,6,6,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budanilkhantha-in-kathmandu/31f435bfe2214cfb88e6f6815e88aadf,
"रू. 2,50,00,000","swayambhu, Swoyambhu, Kathmandu",3.5,3,6,2.5,.,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-swayambhu-in-kathmandu/18924858129a4f918af28744e8de7d63,Swayambhu
"रू. 2,65,00,000","Nagarjun, Tarakeshwar, Kathmandu, Bagmati Pradesh, 19975, Nepal",3,4,6,4 aana 2 paisa 3 dam,2900,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/spacious-3story-house-in-kathmandu-for-sale-in-kathmandu/27313ec7f96047f8a0c4caf9b57484c8,Lolang Football Ground
"रू. 4,25,00,000",Kathmandu > Koteshwor,,4,6,1-Apr,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-koteshwor-sahayoginagar-in-kathmandu/3622a30c448a4bc9b0929d32e17fcb69,
"रू. 6,50,00,000",Kathmandu > Samakhusi,,,,10,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/8ef54cc3bd824427b0069673ca0c741e,
"रू. 4,99,99,999","Golfutar (Budhanilkantha), Kathmandu",2.5,5(2 attached bathroom),5,7,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/hous-on-sale-at-golfutar-in-kathmandu/1c17ea02d7e44e7094cd15bbfc550a59,
"रू. 5,00,00,000",Kathmandu > BagBazar,3.5,,,4.5,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bagbazar-45-ana-in-kathmandu/bf8589be5716488ca1d4e28c87959ba4,Bagbazar near bus park
"रू. 2,50,00,000","Khumaltar, Lalitpur",2.5,3,0,0,0,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/located-at-khumaltar-nearby-sumeru-hospital-in-lalitpur/7093b58ed71a48f9bf8bb18cfe491cdf,
"रू. 2,20,00,000","Imadol (Mahalaxmi), Lalitpur",3,43,5,3,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/689ebf65d77f4e5eb8bd917fc5be34f0,
"रू. 13,50,00,000","Shrinagar Madhya Marga, आलोक नगर, सुविधानगर",3,4,5,14,3500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-baneswor-shankhamul-kathmandu-in-nepal/3b108c45261d4c909044e5e8135db9a6,
"रू. 50,00,000","Buspark Butwal, Rupandehi (Butwal)",,,,,,,https://hamrobazaar.com/for-sale-house/home-sale-in-rupandehi/e34c9b23162202f04357a8fea5a8a382,
"रू. 1,85,00,000","taiba, Thaiba (Godawari), Lalitpur",2,2,4,41,1400,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-in-sale-at-thaiba-lalitpur-in-lalitpur/0178eebcdaaa408ebe16b38b2392e145,New
"रू. 3,25,00,000","Samyukti Marg, शंखमुल चोक, शंखमुल",3,3,7,4,1369,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/residential-house-for-sale-at-reasonable-price-in-nepal/57483ae019ea4ccaa6c0fc473f7b050c,
"रू. 2,20,00,000",Khadkagaon,3,3,6,3,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/for-sell-house-in-nepal/e5aeea8f16e042c999b2f498ef76bc05,
"रू. 2,80,00,000",Imadol,3,4,5,222,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-ratomakai-highway-najeek-in-nepal/54a06a0eab6b46a18f2625e0be3a013d,
"रू. 10,00,00,000",Thulo Bharyang,3,5,10,11,4000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/urgen-house-on-sale-115-aanama-baneko-2wota-ghar-in-nepal/9212d47051064de6a1a31f48b3df76f3,
"रू. 9,00,00,000",Kathmandu > Chandol,2.5,,,12.2,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/chandol-baluwatar-125-ana-south-face-residential-in-kathmandu/d258e9293750499482bddd3f571704c8,End point of baluwatar and start point of chandol in white color Cksrameshmohanrajancks
"रू. 1,75,00,000","Lubhu (Mahalaxmi), Lalitpur",2.5,3,6,4,O,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/lubu-near-chagathali-buspark-sasto-ma-ghar-4aana-in-lalitpur/08ca2a72e7204e4f8d6b08b02ff3c5f6,Near chagathali buspark
"रू. 5,50,00,000","Pancha Kanya School, Araniko Highway, Model Village, Itagau, Nankhel, Suryabinayak, Bhaktapur, Bagmati Pradesh, 48600, Nepal",2,5,7,0.8.2.1,1500sq,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sell-in-bhaktapur/e97049edbf4340d687ff1bf6f25f082e,Rajmarg touch
"रू. 3,00,00,000",Kathmandu > Dhumbarahi,4,,,4,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/4-aana-house-west-on-13-ft-road-dhumbarai-resident-in-bara/cfcba3644eef4cf0b30652c67c9cc82e,Cksmocks
"रू. 4,50,00,000","Maharajgunj Basundhara Golfutar, Bansbari Area, Kathmandu",2.5,3,5,9,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/60a26f20b9dc4a3591eeb1ace975de0c,basketball court
"रू. 2,85,00,000","Shivanagar Tol, Tarakeshwar, Kathmandu, Bagmati Pradesh, 44610, Nepal",3.5,6,21,5.1,5100,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sell-51-anna-21-room-1-lakh-rent-in-kathmandu/ce8931e8b698400091ea71b0b8e08765,
"रू. 3,25,00,000",Kathmandu > Narayanthan (Budhanilkantha),2.5,,,2.5,,Above 20 feet,https://hamrobazaar.com/for-sale-house/42aana-house-for-at-budhanilkantha-pasikot-in-kathmandu/f6aef625dbb64021a559a816a9816d9a,Budhanilkantha rudreshwor
"रू. 8,00,00,000",नारायण गोपाल चोक,5,10,20,12 Ana,6000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/five-storeyed-house-on-sale-in-basundhara-in-nepal/cbe6787c19cd4be0857c313c40288f8c,Back side of Thapa complex
"रू. 4,65,00,000",Matatirtha,3,4,7,9,3500,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/95-aana-ma-baneko-banglaw-banking-subidha-vako-in-nepal/08255eed297a45debbd962fc33492f59,
"रू. 2,40,00,000","Imadol (Mahalaxmi), Lalitpur",3,3,4,3.1 Aana,N/A,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-imadol-lalitpur-in-lalitpur/d06f2de01a6b49eab89f56d07832b60f,600m From Krishna Mandir
"रू. 3,65,00,000","सीतापाखा, इमाडोल",3,4,5,4,3352,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/in-nepal/d883ad38eb404ba78733adee5ff52e2a,"gwarko, hattiban, imadol, lubhu"
"रू. 3,50,00,000","Machhapokhari, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 00971, Nepal",3,5,8,4.5,1197.88,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sale-machhapokhari-balaju-south-east-face-in-kathmandu/5e5f85b603064c1799b848bff9919499,"Aruni school, old Kar Karyalaya, near Gunastar Naaptaul Bibhag"
"रू. 2,20,00,000","अरुन थापा मुर्ति चोक, Sanepa",3,3,3,3,800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/ghar-bikri-ma-at-jhamshikhel-in-nepal/0867d0cf20de4705b950c9dd03eb0f10,
"रू. 3,25,00,000","vasundhara, Basundhara, Kathmandu",2.5,3,8,5.5 aana,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/56751ea0faac47b687e41c155eee9c78,
"रू. 3,50,00,000",Kathmandu > Budhanilkantha,3,6,6,8,,Above 20 feet,https://hamrobazaar.com/for-sale-house/flat-system-house-for-sale-at-budhanilkantha-in-kathmandu/3126afd21cf74012a8d73958d85b622c,
"रू. 3,90,00,000","Baluwakhani Chok, Golphutar, Budhanilkantha Municipality, Kathmandu, Bagmati Pradesh, 44622, Nepal",2.5,5,6,4.2,2800,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/budanilkantha-sunderbasti-in-kathmandu/97ab02acf8004337bfbffb369ff4eee2,
"रू. 4,50,00,000","bangal, Bhangal (Budhanilkantha), Kathmandu",3,6 (3 attached),7,5 Aana 1 Paisa,N/A,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-budhanilkantha-ktm-in-kathmandu/40a3ecc0a8974a5599fe6a519e31c726,Near Valley Public School
"रू. 8,20,00,000","Panchakumari Chok, Mandikhatar, Budhanilkantha, Kathmandu, Bagmati Pradesh, 44602, Nepal",2.5,4,6,10.25,3590,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/6bhk-house-for-sale-at-kapan-ktm-in-kathmandu/1f8ce0674d554aed994e6c56e925f378,
"रू. 2,80,00,000",Kathmandu > Bhangal (Budhanilkantha),2.5,5,4,3.5,103.5,9 to 12 feet,https://hamrobazaar.com/for-sale-house/newly-built-home-in-bhangal-sundarbasti-in-kathmandu/0f3adf4468024469a1a99bae10a67b86,near valley public high school bhangal sundarbasti budhanilkantha..
"रू. 13,50,00,000","Dhapasi Marg, Shrijanshil Tol, Basundhara",3,7,5,14,2500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/luxurious-bunglo-on-sale-near-basundhara-in-nepal/a27520ff0c1b480baf1dc518e641616a,
"रू. 4,75,00,000","Dhapasi (Tokha), Kathmandu",3,5,5,7,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-dhapasi-in-kathmandu/8016f4b2f4c64f8d83e24a10d11299eb,
"रू. 6,50,00,000","Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",2.5,4,5,5.3,3500,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sale-at-bhaisepati-near-medicity-hospital-in-lalitpur/c18b4d0faa0f4304a70c6905bea42ad3,Bhaisepati medicity
"रू. 7,00,00,000","Kantipur College of Medical Sciences, Museum Marg, Dallu, Ganesh Mandir, Kathmandu, Kathmandu Metropolitan City, Kathmandu",5,6,10,5,2800,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sales-sitapaila-contact-9851033883-in-kathmandu/160a33465ffd40b5b7ec56135161b405,
"रू. 3,55,00,000","Sukedhara ,",2.5,,,4.2,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/42-aana-house-for-sale-at-sukedhara-kathmandu-in-nepal/25eee8418bc54504a254406a51f07ed1,
"रू. 2,50,00,000","महानकल रोड, मकलबारी, गोकर्णेश्वर",2,2,4,5,2250,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-salee-in-nepal/396dd8625bc947e4942d1f320687aab5,
"रू. 1,70,00,000","Lalitpur City, Lalitpur",2.5,3,7,4,1600,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-chagathali-buspark-lalitpur-in-lalitpur/89e10cdbaaef432c99b08bf4b9b516d5,Chagathali Buspark
"रू. 3,65,00,000","Imadol-Hattiban Road, इमाडोल",3,4,6,4,3000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/in-nepal/c302d288e95e4906809365735e815665,
"रू. 6,75,00,000","naya bazar, NayaBazar, Kathmandu",4.5,1,1,0-7-1-0,2000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-nayabazar-kathmandu-in-kathmandu/8fac6373cdbc4ec49346754a707ea676,
"रू. 3,00,00,000","chandagiri, Chandragiri, Kathmandu",2.5,6,8,4/2/2002,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-chandragiri-in-kathmandu/1766455dffdc40778bcf77a2cd1d4030,
"रू. 14,00,00,000",Kathmandu > Baluwatar,2.5,5,6,9.31,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/classical-bunglow-with-high-finish-on-931-aana-in-kathmandu/83ff43a30e3d45abbc07edd5e48f4e8e,Few MTR FRM kalika tower
"रू. 9,50,00,000","Unnamed Road, Budhanilkantha 44600, Nepal",2.2,5,6,१५,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/805beb1b5fde42f9acce140f2c0990ef,
"रू. 2,55,00,000","Tokha, काठमाडौं, Bagmati Pradesh, नेपाल",3,5,6,4,1800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-dhapasi-hight-tokha-in-nepal/82e900fec92a42c3bd8b06db327398f0,देउराली जन्ता ओसधी फ्याक्ट्री नजिक
"रू. 3,50,00,000","Ekantakuna-Tikabhairab Road, नखु बाजर, नया नगर",3,4,3,3,1000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/bhaiesey-party-ko-banglow-in-nepal/20295cb4eb4a4d6f8a3b71c31a0ed6ac,
"रू. 14,00,00,000","Naxal, Kathmandu",2,3,3,12,0,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-naxal-in-kathmandu/0bdfdd5f109841efbdcc978012b86542,
"रू. 8,20,00,000","Baluwakhani (Kapan), Kathmandu",3.5,7,6,10.5,0,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kapan-in-kathmandu/745431fbf808432eb40670bea0c1c3fa,
"रू. 6,80,00,000","new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",3.5,3,7,7.2,3400,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/semicommercial-flat-systems-house-is-for-sale-in-kathmandu/cb56c097d5fd43d6867f99a41bb236fa,
"रू. 3,25,00,000","Khumaltar, Lalitpur",2.5,3,4,3,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/gorgeous-brand-new-house-for-sale-khumaltar-in-lalitpur/4afe5d9d354d422a8326741672d75979,Bigmart
"रू. 5,50,00,000","sorhakhutte, Kaldhara (Shorakhutte), Kathmandu",,,,,,,https://hamrobazaar.com/for-sale-house/commercial-hostel-hotel-or-business-thamel-kaldha-in-kathmandu/ecd5b9139e2d4e8e97e7dc2c5d22e6cb,
"रू. 2,40,00,000","Tikathali (Mahalaxmi), Lalitpur",3,6,6,3.3,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/43332b8bb37e4110b3a3411d2cd874c1,
"रू. 1,70,00,000",Kathmandu > Salyansthan (Kirtipur),,1,3,7.3,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/house-in-kirtipur-in-kathmandu/304f5285981a4eb2bd7f1bd80afd80e6,Kirtipur-4
